Ticker,Date/Time,Price,EMA1,EMA2,EMA3,MACD,SIGNAL,RSI,RSI-MA
QQQ,19/02/2009,28.79,29.76,29.82,29.82,-0.06,0.11,42.88,48.25
QQQ,20/02/2009,28.87,29.60,29.73,29.73,-0.13,0.08,43.52,46.11
QQQ,23/02/2009,27.86,29.29,29.55,29.55,-0.27,0.04,37.86,43.05
QQQ,24/02/2009,28.78,29.19,29.48,29.48,-0.29,-0.00,44.86,42.93
QQQ,25/02/2009,28.59,29.08,29.39,29.39,-0.31,-0.04,43.76,42.57
QQQ,26/02/2009,27.79,28.85,29.24,29.24,-0.39,-0.08,39.44,41.89
QQQ,27/02/2009,27.53,28.61,29.08,29.08,-0.47,-0.13,38.13,40.81
QQQ,02/03/2009,26.64,28.25,28.85,28.85,-0.60,-0.19,33.98,40.03
QQQ,03/03/2009,26.62,27.95,28.63,28.63,-0.68,-0.25,33.89,37.84
QQQ,04/03/2009,27.33,27.84,28.51,28.51,-0.67,-0.30,39.86,37.06
QQQ,05/03/2009,26.51,27.60,28.32,28.32,-0.72,-0.36,35.85,36.34
QQQ,06/03/2009,26.30,27.36,28.13,28.13,-0.76,-0.41,34.89,35.70
QQQ,09/03/2009,25.74,27.07,27.90,27.90,-0.83,-0.46,32.41,35.38
QQQ,10/03/2009,27.33,27.12,27.85,27.85,-0.73,-0.49,44.45,37.49
QQQ,11/03/2009,27.75,27.23,27.84,27.84,-0.61,-0.51,47.12,38.94
QQQ,12/03/2009,28.67,27.49,27.92,27.92,-0.42,-0.50,52.47,42.27
QQQ,13/03/2009,28.74,27.72,27.99,27.99,-0.28,-0.47,52.86,45.86
QQQ,16/03/2009,28.26,27.82,28.02,28.02,-0.20,-0.44,49.86,49.35
QQQ,17/03/2009,29.33,28.09,28.14,28.14,-0.05,-0.39,55.84,51.63
QQQ,18/03/2009,29.70,28.38,28.29,28.29,0.09,-0.33,57.71,53.75
QQQ,19/03/2009,29.68,28.62,28.42,28.42,0.20,-0.26,57.57,54.77
QQQ,20/03/2009,29.18,28.72,28.50,28.50,0.23,-0.20,54.03,55.00
QQQ,23/03/2009,30.90,29.12,28.73,28.73,0.39,-0.13,62.53,57.54
QQQ,24/03/2009,30.33,29.34,28.88,28.88,0.46,-0.05,58.68,58.10
QQQ,25/03/2009,30.47,29.54,29.03,29.03,0.51,0.02,59.34,58.43
QQQ,26/03/2009,31.41,29.88,29.26,29.26,0.63,0.09,63.52,59.62
QQQ,27/03/2009,30.82,30.05,29.41,29.41,0.65,0.16,59.41,60.69
QQQ,30/03/2009,30.06,30.05,29.47,29.47,0.59,0.22,54.54,59.10
QQQ,31/03/2009,30.32,30.10,29.55,29.55,0.55,0.26,55.86,58.53
QQQ,01/04/2009,30.77,30.22,29.67,29.67,0.56,0.30,58.13,58.29
QQQ,02/04/2009,31.76,30.50,29.86,29.86,0.64,0.34,62.65,58.12
QQQ,03/04/2009,32.35,30.84,30.10,30.10,0.74,0.39,65.06,59.25
QQQ,06/04/2009,32.27,31.10,30.31,30.31,0.79,0.44,64.45,61.23
QQQ,07/04/2009,31.42,31.16,30.41,30.41,0.74,0.48,58.29,61.72
QQQ,08/04/2009,31.95,31.30,30.56,30.56,0.74,0.51,60.80,62.25
QQQ,09/04/2009,32.94,31.60,30.79,30.79,0.81,0.55,65.00,62.72
QQQ,13/04/2009,32.89,31.83,30.99,30.99,0.85,0.59,64.63,62.63
QQQ,14/04/2009,32.49,31.95,31.13,31.13,0.82,0.61,61.58,62.06
QQQ,15/04/2009,32.40,32.03,31.25,31.25,0.78,0.64,60.89,62.58
QQQ,16/04/2009,33.24,32.25,31.44,31.44,0.81,0.66,64.84,63.39
QQQ,17/04/2009,33.31,32.45,31.62,31.62,0.83,0.68,65.15,63.42
QQQ,20/04/2009,32.24,32.41,31.68,31.68,0.73,0.69,56.84,61.86
QQQ,21/04/2009,32.69,32.46,31.77,31.77,0.69,0.69,59.18,61.38
QQQ,22/04/2009,32.79,32.52,31.87,31.87,0.65,0.68,59.71,61.14
QQQ,23/04/2009,33.11,32.63,31.99,31.99,0.64,0.68,61.40,60.45
QQQ,24/04/2009,33.69,32.82,32.15,32.15,0.67,0.67,64.31,60.29
QQQ,27/04/2009,33.73,32.99,32.30,32.30,0.68,0.68,64.51,61.82
QQQ,28/04/2009,33.48,33.08,32.41,32.41,0.66,0.67,62.20,62.42
QQQ,29/04/2009,33.94,33.23,32.56,32.56,0.67,0.67,64.69,63.42
QQQ,30/04/2009,34.28,33.42,32.72,32.72,0.70,0.68,66.44,64.43
QQQ,01/05/2009,34.37,33.60,32.88,32.88,0.72,0.68,66.90,64.95
QQQ,04/05/2009,35.05,33.86,33.09,33.09,0.77,0.69,70.24,66.09
QQQ,05/05/2009,35.02,34.07,33.27,33.27,0.80,0.71,69.91,67.64
QQQ,06/05/2009,35.03,34.25,33.44,33.44,0.81,0.72,69.96,68.69
QQQ,07/05/2009,34.21,34.24,33.51,33.51,0.73,0.72,60.90,67.59
QQQ,08/05/2009,34.23,34.24,33.58,33.58,0.66,0.71,61.04,66.41
QQQ,11/05/2009,34.35,34.26,33.65,33.65,0.60,0.70,61.86,64.73
QQQ,12/05/2009,33.93,34.20,33.68,33.68,0.52,0.68,57.30,62.21
QQQ,13/05/2009,33.02,33.98,33.62,33.62,0.37,0.64,48.93,58.01
QQQ,14/05/2009,33.39,33.88,33.60,33.60,0.28,0.59,51.99,56.22
QQQ,15/05/2009,33.37,33.78,33.57,33.57,0.21,0.55,51.81,54.38
QQQ,18/05/2009,34.24,33.87,33.64,33.64,0.23,0.51,58.49,53.70
QQQ,19/05/2009,34.40,33.96,33.71,33.71,0.25,0.47,59.59,54.16
QQQ,20/05/2009,34.28,34.02,33.76,33.76,0.26,0.45,58.35,56.04
QQQ,21/05/2009,33.65,33.95,33.75,33.75,0.20,0.42,52.20,56.09
QQQ,22/05/2009,33.54,33.88,33.73,33.73,0.15,0.38,51.19,55.96
QQQ,26/05/2009,34.79,34.04,33.83,33.83,0.21,0.36,60.49,56.36
QQQ,27/05/2009,34.55,34.14,33.90,33.90,0.23,0.35,58.21,56.09
QQQ,28/05/2009,34.95,34.28,34.00,34.00,0.28,0.34,60.84,56.59
QQQ,29/05/2009,35.38,34.48,34.13,34.13,0.35,0.34,63.49,58.85
QQQ,01/06/2009,36.39,34.83,34.35,34.35,0.48,0.36,68.81,62.37
QQQ,02/06/2009,36.44,35.12,34.55,34.55,0.58,0.38,69.05,64.08
QQQ,03/06/2009,36.33,35.34,34.72,34.72,0.63,0.41,67.82,66.00
QQQ,04/06/2009,36.74,35.60,34.91,34.91,0.69,0.45,69.95,67.83
QQQ,05/06/2009,36.78,35.81,35.09,35.09,0.72,0.48,70.16,69.16
QQQ,08/06/2009,36.67,35.97,35.24,35.24,0.73,0.51,68.77,69.15
QQQ,09/06/2009,36.95,36.15,35.40,35.40,0.74,0.54,70.37,69.41
QQQ,10/06/2009,36.82,36.27,35.54,35.54,0.73,0.57,68.62,69.57
QQQ,11/06/2009,36.82,36.37,35.66,35.66,0.71,0.58,68.62,69.31
QQQ,12/06/2009,36.65,36.42,35.75,35.75,0.67,0.59,66.15,68.50
QQQ,15/06/2009,35.90,36.33,35.77,35.77,0.56,0.59,56.52,66.05
QQQ,16/06/2009,35.55,36.18,35.75,35.75,0.44,0.57,52.69,62.52
QQQ,17/06/2009,35.89,36.13,35.76,35.76,0.37,0.55,55.81,59.96
QQQ,18/06/2009,35.82,36.07,35.77,35.77,0.31,0.52,55.01,57.23
QQQ,19/06/2009,36.16,36.09,35.80,35.80,0.29,0.49,58.13,55.63
QQQ,22/06/2009,35.08,35.91,35.73,35.73,0.17,0.45,47.02,53.73
QQQ,23/06/2009,35.00,35.74,35.66,35.66,0.08,0.40,46.32,52.46
QQQ,24/06/2009,35.59,35.71,35.66,35.66,0.06,0.36,51.99,51.69
QQQ,25/06/2009,36.29,35.82,35.72,35.72,0.10,0.33,57.67,52.22
QQQ,26/06/2009,36.37,35.92,35.78,35.78,0.14,0.30,58.27,52.25
QQQ,29/06/2009,36.45,36.02,35.84,35.84,0.17,0.29,58.90,54.63
QQQ,30/06/2009,36.38,36.08,35.89,35.89,0.19,0.27,58.08,56.98
QQQ,01/07/2009,36.40,36.14,35.94,35.94,0.20,0.26,58.26,58.24
QQQ,02/07/2009,35.60,36.04,35.91,35.91,0.13,0.25,49.29,56.56
QQQ,06/07/2009,35.41,35.93,35.86,35.86,0.06,0.22,47.43,54.39
QQQ,07/07/2009,34.53,35.67,35.74,35.74,-0.06,0.19,39.95,50.60
QQQ,08/07/2009,34.71,35.50,35.64,35.64,-0.14,0.15,41.96,47.38
QQQ,09/07/2009,34.77,35.37,35.56,35.56,-0.19,0.11,42.64,44.25
QQQ,10/07/2009,34.92,35.28,35.49,35.49,-0.21,0.07,44.40,43.27
QQQ,13/07/2009,35.59,35.34,35.50,35.50,-0.16,0.04,51.50,44.09
QQQ,14/07/2009,35.72,35.41,35.52,35.52,-0.12,0.02,52.75,46.65
QQQ,15/07/2009,36.92,35.68,35.66,35.66,0.03,0.02,62.38,50.73
QQQ,16/07/2009,37.36,35.99,35.82,35.82,0.17,0.04,65.17,55.24
QQQ,17/07/2009,37.56,36.27,35.99,35.99,0.29,0.07,66.38,59.64
QQQ,20/07/2009,37.92,36.57,36.17,36.17,0.40,0.11,68.50,63.04
QQQ,21/07/2009,38.18,36.87,36.36,36.36,0.50,0.16,69.96,66.48
QQQ,22/07/2009,38.50,37.16,36.56,36.56,0.60,0.22,71.69,68.34
QQQ,23/07/2009,39.35,37.56,36.83,36.83,0.73,0.28,75.69,70.44
QQQ,24/07/2009,39.05,37.83,37.04,37.04,0.79,0.34,71.85,71.54
QQQ,27/07/2009,39.35,38.11,37.26,37.26,0.85,0.41,73.30,72.50
QQQ,28/07/2009,39.08,38.28,37.43,37.43,0.85,0.46,69.84,72.48
QQQ,29/07/2009,39.34,38.48,37.62,37.62,0.86,0.51,71.24,72.38
QQQ,30/07/2009,39.57,38.68,37.80,37.80,0.87,0.56,72.45,71.74
QQQ,31/07/2009,39.45,38.82,37.96,37.96,0.86,0.59,70.78,71.52
QQQ,03/08/2009,40.04,39.04,38.16,38.16,0.88,0.63,73.95,71.65
QQQ,04/08/2009,40.04,39.22,38.34,38.34,0.88,0.66,73.95,72.48
QQQ,05/08/2009,39.73,39.31,38.47,38.47,0.84,0.68,69.41,72.11
QQQ,06/08/2009,39.38,39.33,38.56,38.56,0.77,0.70,64.62,70.54
QQQ,07/08/2009,39.88,39.43,38.68,38.68,0.74,0.70,68.00,69.99
QQQ,10/08/2009,39.60,39.46,38.77,38.77,0.69,0.70,64.31,68.06
QQQ,11/08/2009,39.26,39.42,38.82,38.82,0.61,0.69,60.07,65.28
QQQ,12/08/2009,39.87,39.50,38.92,38.92,0.59,0.68,64.56,64.31
QQQ,13/08/2009,40.09,39.61,39.03,39.03,0.58,0.66,66.04,64.60
QQQ,14/08/2009,39.63,39.61,39.09,39.09,0.53,0.65,60.40,63.08
QQQ,17/08/2009,38.48,39.41,39.03,39.03,0.38,0.61,49.16,60.05
QQQ,18/08/2009,39.03,39.34,39.03,39.03,0.31,0.58,53.59,58.75
QQQ,19/08/2009,39.30,39.33,39.05,39.05,0.28,0.54,55.62,56.96
QQQ,20/08/2009,39.76,39.41,39.12,39.12,0.29,0.51,58.90,55.54
QQQ,21/08/2009,40.29,39.57,39.23,39.23,0.34,0.49,62.34,55.92
QQQ,24/08/2009,40.25,39.69,39.33,39.33,0.36,0.47,61.93,58.48
QQQ,25/08/2009,40.37,39.82,39.43,39.43,0.39,0.46,62.73,60.31
QQQ,26/08/2009,40.30,39.90,39.51,39.51,0.39,0.45,61.91,61.56
QQQ,27/08/2009,40.40,39.99,39.60,39.60,0.40,0.45,62.66,62.31
QQQ,28/08/2009,40.44,40.08,39.68,39.68,0.40,0.44,62.97,62.44
QQQ,31/08/2009,40.03,40.07,39.71,39.71,0.36,0.43,57.70,61.59
QQQ,01/09/2009,39.28,39.92,39.67,39.67,0.25,0.41,49.56,58.96
QQQ,02/09/2009,39.25,39.80,39.63,39.63,0.17,0.38,49.26,56.43
QQQ,03/09/2009,39.51,39.75,39.62,39.62,0.13,0.35,51.94,54.29
QQQ,04/09/2009,40.36,39.86,39.69,39.69,0.17,0.32,59.45,53.58
QQQ,08/09/2009,40.74,40.02,39.79,39.79,0.23,0.31,62.27,54.50
QQQ,09/09/2009,41.09,40.21,39.91,39.91,0.30,0.31,64.69,57.52
QQQ,10/09/2009,41.48,40.44,40.06,40.06,0.38,0.32,67.21,61.11
QQQ,11/09/2009,41.52,40.64,40.20,40.20,0.44,0.34,67.46,64.22
QQQ,14/09/2009,41.68,40.83,40.34,40.34,0.49,0.35,68.51,66.03
QQQ,15/09/2009,41.81,41.01,40.48,40.48,0.53,0.38,69.37,67.45
QQQ,16/09/2009,42.42,41.26,40.67,40.67,0.60,0.40,73.07,69.12
QQQ,17/09/2009,42.41,41.47,40.83,40.83,0.64,0.43,72.91,70.27
QQQ,18/09/2009,42.44,41.65,40.99,40.99,0.66,0.46,73.09,71.39
QQQ,21/09/2009,42.57,41.82,41.14,41.14,0.68,0.49,73.91,72.47
QQQ,22/09/2009,42.65,41.97,41.28,41.28,0.69,0.51,74.42,73.48
QQQ,23/09/2009,42.45,42.06,41.39,41.39,0.66,0.53,70.70,73.01
QQQ,24/09/2009,42.07,42.06,41.46,41.46,0.60,0.54,64.17,71.26
QQQ,25/09/2009,41.70,41.99,41.48,41.48,0.51,0.54,58.54,68.35
QQQ,28/09/2009,42.41,42.07,41.57,41.57,0.50,0.53,64.88,66.54
QQQ,29/09/2009,42.22,42.10,41.63,41.63,0.47,0.52,62.15,64.09
QQQ,30/09/2009,42.25,42.12,41.69,41.69,0.43,0.51,62.42,62.43
QQQ,01/10/2009,41.00,41.92,41.62,41.62,0.30,0.49,47.46,59.09
QQQ,02/10/2009,40.88,41.73,41.55,41.55,0.18,0.45,46.32,56.65
QQQ,05/10/2009,41.21,41.64,41.52,41.52,0.12,0.41,49.87,53.65
QQQ,06/10/2009,41.94,41.69,41.56,41.56,0.13,0.37,56.67,52.55
QQQ,07/10/2009,42.06,41.76,41.61,41.61,0.15,0.34,57.68,51.60
QQQ,08/10/2009,42.24,41.85,41.67,41.67,0.18,0.32,59.21,53.95
QQQ,09/10/2009,42.48,41.96,41.75,41.75,0.22,0.31,61.21,56.93
QQQ,12/10/2009,42.57,42.07,41.82,41.82,0.25,0.30,61.96,59.35
QQQ,13/10/2009,42.58,42.16,41.90,41.90,0.27,0.30,62.05,60.42
QQQ,14/10/2009,43.16,42.35,42.02,42.02,0.33,0.30,66.79,62.25
QQQ,15/10/2009,43.06,42.48,42.12,42.12,0.36,0.31,65.28,63.46
QQQ,16/10/2009,42.78,42.53,42.18,42.18,0.35,0.31,61.15,63.45
QQQ,19/10/2009,43.21,42.65,42.28,42.28,0.38,0.32,64.82,64.02
QQQ,20/10/2009,43.22,42.76,42.37,42.37,0.39,0.33,64.90,64.59
QQQ,21/10/2009,43.14,42.83,42.44,42.44,0.39,0.34,63.62,63.95
QQQ,22/10/2009,43.31,42.91,42.52,42.52,0.39,0.34,65.18,63.93
QQQ,23/10/2009,43.13,42.95,42.58,42.58,0.37,0.35,62.15,64.13
QQQ,26/10/2009,42.99,42.96,42.62,42.62,0.34,0.35,59.83,63.14
QQQ,27/10/2009,42.34,42.85,42.59,42.59,0.25,0.34,50.47,60.25
QQQ,28/10/2009,41.39,42.58,42.48,42.48,0.10,0.31,40.54,55.63
QQQ,29/10/2009,42.09,42.49,42.44,42.44,0.05,0.27,48.53,52.30
QQQ,30/10/2009,40.96,42.21,42.30,42.30,-0.09,0.23,39.37,47.75
QQQ,02/11/2009,41.13,42.02,42.19,42.19,-0.17,0.18,41.16,44.01
QQQ,03/11/2009,41.26,41.88,42.10,42.10,-0.22,0.13,42.55,42.43
QQQ,04/11/2009,41.33,41.78,42.03,42.03,-0.25,0.08,43.33,42.99
QQQ,05/11/2009,42.35,41.88,42.06,42.06,-0.17,0.05,53.16,43.91
QQQ,06/11/2009,42.60,42.01,42.11,42.11,-0.10,0.03,55.20,47.08
QQQ,09/11/2009,43.51,42.29,42.24,42.24,0.04,0.03,61.70,51.19
QQQ,10/11/2009,43.62,42.53,42.37,42.37,0.15,0.05,62.41,55.16
QQQ,11/11/2009,43.90,42.78,42.52,42.52,0.26,0.07,64.21,59.34
QQQ,12/11/2009,43.65,42.94,42.63,42.63,0.31,0.10,61.40,60.98
QQQ,13/11/2009,44.01,43.13,42.76,42.76,0.37,0.14,63.84,62.71
QQQ,16/11/2009,44.46,43.37,42.92,42.92,0.45,0.18,66.67,63.71
QQQ,17/11/2009,44.60,43.60,43.08,43.08,0.52,0.22,67.52,64.73
QQQ,18/11/2009,44.35,43.73,43.20,43.20,0.53,0.26,64.39,64.76
QQQ,19/11/2009,43.66,43.72,43.25,43.25,0.47,0.29,56.62,63.81
QQQ,20/11/2009,43.44,43.67,43.26,43.26,0.41,0.30,54.38,61.92
QQQ,23/11/2009,44.14,43.75,43.35,43.35,0.41,0.31,59.80,60.54
QQQ,24/11/2009,43.99,43.80,43.41,43.41,0.39,0.32,58.22,58.68
QQQ,25/11/2009,44.18,43.87,43.48,43.48,0.39,0.33,59.67,57.74
QQQ,27/11/2009,43.51,43.80,43.48,43.48,0.32,0.33,52.74,56.96
QQQ,30/11/2009,43.56,43.76,43.49,43.49,0.27,0.32,53.17,56.72
QQQ,01/12/2009,44.01,43.80,43.54,43.54,0.26,0.31,56.99,56.16
QQQ,02/12/2009,44.07,43.85,43.59,43.59,0.26,0.31,57.49,56.01
QQQ,03/12/2009,43.89,43.86,43.62,43.62,0.24,0.30,55.43,55.16
QQQ,04/12/2009,44.12,43.91,43.67,43.67,0.24,0.29,57.51,56.12
QQQ,07/12/2009,43.91,43.91,43.69,43.69,0.22,0.28,55.00,56.48
QQQ,08/12/2009,43.64,43.86,43.69,43.69,0.17,0.27,51.89,55.46
QQQ,09/12/2009,44.08,43.90,43.72,43.72,0.18,0.26,56.22,55.21
QQQ,10/12/2009,44.30,43.97,43.78,43.78,0.19,0.25,58.23,55.77
QQQ,11/12/2009,44.13,44.00,43.81,43.81,0.19,0.24,56.10,55.49
QQQ,14/12/2009,44.55,44.10,43.88,43.88,0.22,0.24,59.98,56.48
QQQ,15/12/2009,44.30,44.14,43.92,43.92,0.21,0.24,56.78,57.46
QQQ,16/12/2009,44.36,44.18,43.96,43.96,0.21,0.23,57.36,57.69
QQQ,17/12/2009,43.82,44.11,43.95,43.95,0.16,0.22,50.73,56.19
QQQ,18/12/2009,44.46,44.18,44.00,44.00,0.18,0.22,57.04,56.38
QQQ,21/12/2009,44.96,44.32,44.09,44.09,0.23,0.22,61.19,56.62
QQQ,22/12/2009,45.23,44.48,44.20,44.20,0.29,0.23,63.25,57.92
QQQ,23/12/2009,45.56,44.68,44.33,44.33,0.35,0.24,65.64,59.57
QQQ,24/12/2009,45.98,44.92,44.49,44.49,0.43,0.27,68.43,63.11
QQQ,28/12/2009,46.22,45.15,44.65,44.65,0.50,0.30,69.93,65.69
QQQ,29/12/2009,46.03,45.31,44.78,44.78,0.53,0.33,67.22,66.89
QQQ,30/12/2009,46.17,45.47,44.91,44.91,0.55,0.35,68.20,67.88
QQQ,31/12/2009,45.75,45.52,44.99,44.99,0.53,0.38,62.27,67.21
QQQ,04/01/2010,46.42,45.68,45.13,45.13,0.55,0.40,67.15,66.95
QQQ,05/01/2010,46.42,45.82,45.25,45.25,0.56,0.42,67.15,66.40
QQQ,06/01/2010,46.14,45.88,45.34,45.34,0.54,0.43,63.22,65.60
QQQ,07/01/2010,46.17,45.93,45.42,45.42,0.51,0.44,63.47,64.65
QQQ,08/01/2010,46.55,46.04,45.52,45.52,0.52,0.45,66.50,65.50
QQQ,11/01/2010,46.36,46.10,45.60,45.60,0.50,0.46,63.67,64.80
QQQ,12/01/2010,45.78,46.04,45.62,45.62,0.42,0.45,55.89,62.55
QQQ,13/01/2010,46.35,46.10,45.69,45.69,0.41,0.45,60.92,62.09
QQQ,14/01/2010,46.39,46.15,45.76,45.76,0.39,0.44,61.25,61.65
QQQ,15/01/2010,45.85,46.10,45.77,45.77,0.33,0.43,54.55,59.26
QQQ,19/01/2010,46.59,46.19,45.84,45.84,0.34,0.42,60.84,58.69
QQQ,20/01/2010,45.92,46.14,45.85,45.85,0.29,0.40,53.64,58.24
QQQ,21/01/2010,45.49,46.02,45.82,45.82,0.20,0.38,49.60,55.98
QQQ,22/01/2010,44.16,45.68,45.66,45.66,0.02,0.33,39.70,51.66
QQQ,25/01/2010,44.31,45.43,45.53,45.53,-0.10,0.28,41.12,48.98
QQQ,26/01/2010,44.35,45.24,45.42,45.42,-0.18,0.22,41.51,45.11
QQQ,27/01/2010,44.70,45.14,45.35,45.35,-0.21,0.17,44.96,43.38
QQQ,28/01/2010,43.55,44.85,45.18,45.18,-0.33,0.10,37.23,40.90
QQQ,29/01/2010,42.79,44.47,44.95,44.95,-0.48,0.03,33.19,39.60
QQQ,01/02/2010,43.26,44.25,44.79,44.79,-0.54,-0.04,37.67,38.91
QQQ,02/02/2010,43.65,44.14,44.68,44.68,-0.54,-0.10,41.18,38.85
QQQ,03/02/2010,43.89,44.10,44.61,44.61,-0.51,-0.15,43.28,38.51
QQQ,04/02/2010,42.62,43.83,44.42,44.42,-0.59,-0.21,35.98,38.26
QQQ,05/02/2010,42.98,43.67,44.28,44.28,-0.61,-0.26,39.10,39.44
QQQ,08/02/2010,42.67,43.49,44.13,44.13,-0.63,-0.30,37.42,39.39
QQQ,09/02/2010,43.11,43.42,44.03,44.03,-0.61,-0.34,41.26,39.41
QQQ,10/02/2010,43.02,43.35,43.93,43.93,-0.58,-0.37,40.72,38.90
QQQ,11/02/2010,43.67,43.41,43.91,43.91,-0.50,-0.39,46.24,40.95
QQQ,12/02/2010,43.76,43.47,43.89,43.89,-0.42,-0.39,46.97,42.52
QQQ,16/02/2010,44.32,43.63,43.93,43.93,-0.31,-0.38,51.39,45.32
QQQ,17/02/2010,44.57,43.80,44.00,44.00,-0.20,-0.36,53.26,47.72
QQQ,18/02/2010,44.85,43.99,44.08,44.08,-0.09,-0.33,55.31,50.63
QQQ,19/02/2010,44.83,44.14,44.15,44.15,-0.01,-0.29,55.13,52.41
QQQ,22/02/2010,44.74,44.25,44.20,44.20,0.05,-0.24,54.25,53.87
QQQ,23/02/2010,44.16,44.23,44.20,44.20,0.03,-0.21,48.88,53.36
QQQ,24/02/2010,44.61,44.30,44.24,44.24,0.06,-0.18,52.76,53.27
QQQ,25/02/2010,44.60,44.36,44.27,44.27,0.08,-0.14,52.67,52.74
QQQ,26/02/2010,44.76,44.43,44.32,44.32,0.11,-0.11,54.09,52.53
QQQ,01/03/2010,45.41,44.61,44.42,44.42,0.18,-0.07,59.40,53.56
QQQ,02/03/2010,45.55,44.78,44.53,44.53,0.25,-0.03,60.46,55.88
QQQ,03/03/2010,45.60,44.93,44.63,44.63,0.30,0.01,60.85,57.49
QQQ,04/03/2010,45.75,45.08,44.74,44.74,0.34,0.05,62.05,59.37
QQQ,05/03/2010,46.44,45.33,44.90,44.90,0.42,0.10,67.04,61.96
QQQ,08/03/2010,46.53,45.54,45.06,45.06,0.49,0.14,67.63,63.60
QQQ,09/03/2010,46.79,45.77,45.22,45.22,0.55,0.20,69.34,65.38
QQQ,10/03/2010,47.17,46.03,45.41,45.41,0.62,0.25,71.68,67.55
QQQ,11/03/2010,47.35,46.27,45.59,45.59,0.67,0.30,72.74,69.69
QQQ,12/03/2010,47.36,46.47,45.76,45.76,0.70,0.35,72.80,70.84
QQQ,15/03/2010,47.24,46.61,45.90,45.90,0.70,0.40,70.78,71.47
QQQ,16/03/2010,47.54,46.78,46.06,46.06,0.72,0.44,72.80,72.16
QQQ,17/03/2010,47.67,46.94,46.21,46.21,0.73,0.47,73.65,72.56
QQQ,18/03/2010,47.83,47.10,46.37,46.37,0.74,0.51,74.69,72.95
QQQ,19/03/2010,47.49,47.17,46.47,46.47,0.70,0.53,68.54,72.09
QQQ,22/03/2010,47.92,47.31,46.61,46.61,0.70,0.55,71.70,72.28
QQQ,23/03/2010,48.25,47.48,46.77,46.77,0.71,0.57,73.85,72.49
QQQ,24/03/2010,48.02,47.58,46.89,46.89,0.69,0.59,69.88,71.73
QQQ,25/03/2010,47.95,47.64,46.99,46.99,0.66,0.59,68.67,70.53
QQQ,26/03/2010,48.00,47.71,47.08,47.08,0.63,0.60,69.08,70.64
QQQ,29/03/2010,48.23,47.80,47.19,47.19,0.61,0.60,70.95,70.49
QQQ,30/03/2010,48.39,47.91,47.31,47.31,0.60,0.60,72.20,70.15
QQQ,31/03/2010,48.16,47.96,47.39,47.39,0.57,0.60,67.71,69.72
