Ticker,Date/Time,Price,EMA1,EMA2,EMA3,MACD,SIGNAL,RSI,RSI-MA
SPY,03/02/2015,204.84,202.63,202.96,202.96,-0.33,-0.40,53.23,46.56
SPY,04/02/2015,204.06,202.89,203.07,203.07,-0.18,-0.37,51.66,48.36
SPY,05/02/2015,206.12,203.47,203.36,203.36,0.12,-0.31,55.38,50.05
SPY,06/02/2015,205.55,203.85,203.57,203.57,0.29,-0.24,54.15,52.42
SPY,09/02/2015,204.63,203.99,203.67,203.67,0.33,-0.17,52.14,53.31
SPY,10/02/2015,206.81,204.51,203.97,203.97,0.54,-0.08,56.26,53.92
SPY,11/02/2015,206.93,204.95,204.25,204.25,0.70,0.02,56.48,54.88
SPY,12/02/2015,208.92,205.67,204.69,204.69,0.98,0.14,60.06,55.82
SPY,13/02/2015,209.78,206.42,205.18,205.18,1.24,0.28,61.53,57.29
SPY,17/02/2015,210.11,207.09,205.65,205.65,1.44,0.42,62.10,59.28
SPY,18/02/2015,210.13,207.64,206.07,206.07,1.57,0.56,62.14,60.46
SPY,19/02/2015,209.98,208.07,206.45,206.45,1.62,0.70,61.66,61.50
SPY,20/02/2015,211.24,208.64,206.90,206.90,1.74,0.83,64.14,62.31
SPY,23/02/2015,211.21,209.11,207.31,207.31,1.80,0.95,64.04,62.81
SPY,24/02/2015,211.81,209.60,207.74,207.74,1.86,1.06,65.26,63.45
SPY,25/02/2015,211.63,209.97,208.11,208.11,1.86,1.16,64.56,63.93
SPY,26/02/2015,211.38,210.23,208.42,208.42,1.80,1.24,63.53,64.30
SPY,27/02/2015,210.66,210.31,208.64,208.64,1.67,1.30,60.56,63.59
SPY,02/03/2015,211.99,210.61,208.96,208.96,1.66,1.34,63.90,63.56
SPY,03/03/2015,211.12,210.70,209.16,209.16,1.54,1.37,60.32,62.57
SPY,04/03/2015,210.23,210.62,209.26,209.26,1.35,1.36,56.83,61.03
SPY,05/03/2015,210.46,210.59,209.38,209.38,1.21,1.35,57.51,59.82
SPY,06/03/2015,207.50,210.03,209.20,209.20,0.83,1.28,47.24,57.16
SPY,09/03/2015,208.36,209.72,209.12,209.12,0.61,1.20,50.02,54.38
SPY,10/03/2015,204.98,208.86,208.72,208.72,0.14,1.06,40.94,50.51
SPY,11/03/2015,204.50,208.07,208.32,208.32,-0.25,0.90,39.84,47.11
SPY,12/03/2015,207.10,207.89,208.21,208.21,-0.31,0.75,47.96,45.20
SPY,13/03/2015,205.83,207.52,207.98,207.98,-0.46,0.60,44.79,44.71
SPY,16/03/2015,208.58,207.71,208.04,208.04,-0.33,0.48,52.12,45.13
SPY,17/03/2015,207.96,207.76,208.03,208.03,-0.27,0.39,50.50,47.04
SPY,18/03/2015,210.46,208.25,208.26,208.26,-0.01,0.34,56.36,50.35
SPY,19/03/2015,209.50,208.48,208.38,208.38,0.10,0.31,53.74,51.50
SPY,20/03/2015,210.41,208.83,208.57,208.57,0.25,0.30,55.82,53.71
SPY,23/03/2015,210.00,209.04,208.71,208.71,0.33,0.30,54.64,54.21
SPY,24/03/2015,208.82,209.00,208.72,208.72,0.28,0.30,51.27,54.37
SPY,25/03/2015,205.76,208.41,208.44,208.44,-0.03,0.26,43.78,51.85
SPY,26/03/2015,205.27,207.84,208.14,208.14,-0.30,0.19,42.71,49.65
SPY,27/03/2015,205.74,207.46,207.91,207.91,-0.45,0.11,44.12,47.31
SPY,30/03/2015,208.25,207.60,207.94,207.94,-0.34,0.05,50.99,46.58
SPY,31/03/2015,206.43,207.39,207.80,207.80,-0.41,-0.00,46.54,45.63
SPY,01/04/2015,205.70,207.08,207.60,207.60,-0.51,-0.07,44.86,45.85
SPY,02/04/2015,206.44,206.97,207.49,207.49,-0.52,-0.12,46.94,46.69
SPY,06/04/2015,207.83,207.12,207.52,207.52,-0.40,-0.16,50.69,48.01
SPY,07/04/2015,207.28,207.15,207.50,207.50,-0.35,-0.18,49.22,47.65
SPY,08/04/2015,207.98,207.30,207.54,207.54,-0.24,-0.19,51.15,48.57
SPY,09/04/2015,208.90,207.59,207.67,207.67,-0.08,-0.17,53.64,50.33
SPY,10/04/2015,210.04,208.04,207.90,207.90,0.14,-0.14,56.58,52.26
SPY,13/04/2015,209.09,208.23,208.01,208.01,0.22,-0.09,53.55,52.83
SPY,14/04/2015,209.49,208.46,208.15,208.15,0.31,-0.04,54.65,53.91
SPY,15/04/2015,210.43,208.82,208.37,208.37,0.45,0.02,57.19,55.12
SPY,16/04/2015,210.37,209.10,208.56,208.56,0.54,0.08,56.97,55.79
SPY,17/04/2015,207.95,208.89,208.50,208.50,0.39,0.12,48.90,54.25
SPY,20/04/2015,209.85,209.06,208.63,208.63,0.43,0.16,54.34,54.41
SPY,21/04/2015,209.60,209.16,208.72,208.72,0.44,0.20,53.54,54.19
SPY,22/04/2015,210.63,209.43,208.90,208.90,0.53,0.24,56.38,54.03
SPY,23/04/2015,211.16,209.74,209.12,209.12,0.62,0.29,57.81,54.19
SPY,24/04/2015,211.65,210.09,209.36,209.36,0.73,0.34,59.13,56.24
SPY,27/04/2015,210.77,210.21,209.49,209.49,0.72,0.39,55.77,56.53
SPY,28/04/2015,211.44,210.44,209.68,209.68,0.76,0.43,57.73,57.36
SPY,29/04/2015,210.57,210.46,209.76,209.76,0.70,0.47,54.37,56.96
SPY,30/04/2015,208.46,210.10,209.64,209.64,0.46,0.47,47.24,54.85
SPY,01/05/2015,210.72,210.21,209.74,209.74,0.47,0.47,54.14,53.85
SPY,04/05/2015,211.32,210.41,209.89,209.89,0.52,0.47,55.79,53.86
SPY,05/05/2015,208.90,210.14,209.80,209.80,0.34,0.46,48.30,51.97
SPY,06/05/2015,208.04,209.76,209.63,209.63,0.12,0.41,45.95,50.28
SPY,07/05/2015,208.87,209.59,209.56,209.56,0.04,0.37,48.54,50.54
SPY,08/05/2015,211.62,209.96,209.75,209.75,0.21,0.35,56.02,50.92
SPY,11/05/2015,210.61,210.08,209.84,209.84,0.24,0.33,52.99,50.36
SPY,12/05/2015,209.98,210.06,209.85,209.85,0.21,0.32,51.14,50.92
SPY,13/05/2015,210.02,210.05,209.87,209.87,0.19,0.30,51.25,51.99
SPY,14/05/2015,212.21,210.45,210.09,210.09,0.36,0.31,57.20,53.72
SPY,15/05/2015,212.44,210.81,210.31,210.31,0.50,0.33,57.78,54.07
SPY,18/05/2015,213.10,211.23,210.58,210.58,0.65,0.37,59.46,55.37
SPY,19/05/2015,213.03,211.55,210.81,210.81,0.74,0.42,59.19,56.98
SPY,20/05/2015,212.88,211.79,211.01,211.01,0.79,0.46,58.59,58.44
SPY,21/05/2015,213.50,212.10,211.25,211.25,0.86,0.51,60.39,59.08
SPY,22/05/2015,212.99,212.27,211.41,211.41,0.85,0.56,58.16,59.16
SPY,26/05/2015,210.70,211.98,211.34,211.34,0.64,0.57,49.39,57.14
SPY,27/05/2015,212.70,212.11,211.47,211.47,0.64,0.58,55.65,56.43
SPY,28/05/2015,212.46,212.18,211.57,211.57,0.61,0.58,54.78,55.67
SPY,29/05/2015,211.14,211.99,211.53,211.53,0.46,0.56,50.15,53.62
SPY,01/06/2015,211.57,211.91,211.53,211.53,0.38,0.54,51.58,52.31
SPY,02/06/2015,211.36,211.81,211.51,211.51,0.30,0.51,50.81,52.59
SPY,03/06/2015,211.92,211.83,211.55,211.55,0.28,0.48,52.81,52.02
SPY,04/06/2015,210.13,211.52,211.42,211.42,0.10,0.43,46.38,50.34
SPY,05/06/2015,209.77,211.20,211.26,211.26,-0.06,0.37,45.19,49.35
SPY,08/06/2015,208.48,210.71,211.00,211.00,-0.29,0.29,41.15,47.27
SPY,09/06/2015,208.45,210.30,210.75,210.75,-0.46,0.20,41.06,45.32
SPY,10/06/2015,210.95,210.42,210.77,210.77,-0.36,0.13,50.82,44.92
SPY,11/06/2015,211.63,210.64,210.85,210.85,-0.22,0.08,53.08,46.26
SPY,12/06/2015,210.01,210.52,210.77,210.77,-0.25,0.04,47.50,46.72
SPY,15/06/2015,209.11,210.27,210.62,210.62,-0.35,-0.01,44.70,47.43
SPY,16/06/2015,210.25,210.26,210.58,210.58,-0.32,-0.05,48.80,48.98
SPY,17/06/2015,210.59,210.32,210.58,210.58,-0.26,-0.07,49.98,48.81
SPY,18/06/2015,212.78,210.77,210.79,210.79,-0.02,-0.07,56.86,49.57
SPY,19/06/2015,210.81,210.78,210.79,210.79,-0.02,-0.06,50.20,50.11
SPY,22/06/2015,211.89,210.98,210.90,210.90,0.08,-0.04,53.41,51.85
SPY,23/06/2015,212.04,211.17,211.01,211.01,0.17,-0.02,53.85,52.86
SPY,24/06/2015,210.50,211.05,210.96,210.96,0.09,-0.00,48.76,52.62
SPY,25/06/2015,209.86,210.83,210.85,210.85,-0.02,-0.00,46.80,50.60
SPY,26/06/2015,209.82,210.65,210.75,210.75,-0.11,-0.02,46.67,49.90
SPY,29/06/2015,205.42,209.70,210.25,210.25,-0.55,-0.08,35.42,46.30
SPY,30/06/2015,205.85,209.00,209.83,209.83,-0.83,-0.18,37.01,42.93
SPY,01/07/2015,207.50,208.73,209.61,209.61,-0.88,-0.26,42.80,41.74
SPY,02/07/2015,207.31,208.47,209.39,209.39,-0.92,-0.35,42.32,40.84
SPY,06/07/2015,206.72,208.15,209.13,209.13,-0.98,-0.43,40.80,39.67
SPY,07/07/2015,208.02,208.13,209.03,209.03,-0.90,-0.49,45.43,41.67
SPY,08/07/2015,204.53,207.47,208.60,208.60,-1.13,-0.57,37.08,41.69
SPY,09/07/2015,204.90,207.01,208.25,208.25,-1.24,-0.65,38.37,40.80
SPY,10/07/2015,207.48,207.09,208.17,208.17,-1.08,-0.70,46.54,41.64
SPY,13/07/2015,209.77,207.58,208.33,208.33,-0.75,-0.71,52.52,43.99
SPY,14/07/2015,210.68,208.14,208.55,208.55,-0.41,-0.67,54.68,45.84
SPY,15/07/2015,210.61,208.59,208.75,208.75,-0.16,-0.61,54.47,49.32
SPY,16/07/2015,212.30,209.27,209.08,209.08,0.18,-0.51,58.48,53.34
SPY,17/07/2015,212.48,209.85,209.41,209.41,0.44,-0.39,58.90,55.81
SPY,20/07/2015,212.59,210.35,209.71,209.71,0.64,-0.26,59.16,57.14
SPY,21/07/2015,211.75,210.60,209.91,209.91,0.70,-0.14,56.19,57.44
SPY,22/07/2015,211.37,210.74,210.04,210.04,0.70,-0.04,54.85,57.52
SPY,23/07/2015,210.18,210.64,210.06,210.06,0.58,0.04,50.79,55.98
SPY,24/07/2015,208.00,210.16,209.86,209.86,0.30,0.07,44.35,53.07
SPY,27/07/2015,206.79,209.55,209.57,209.57,-0.02,0.06,41.25,49.49
SPY,28/07/2015,209.33,209.51,209.55,209.55,-0.04,0.05,49.25,48.10
SPY,29/07/2015,210.77,209.74,209.66,209.66,0.07,0.05,53.12,47.75
SPY,30/07/2015,210.82,209.93,209.77,209.77,0.16,0.07,53.26,48.25
SPY,31/07/2015,210.50,210.04,209.84,209.84,0.19,0.08,52.24,49.82
SPY,03/08/2015,209.79,209.99,209.84,209.84,0.15,0.09,49.98,51.57
SPY,04/08/2015,209.38,209.88,209.79,209.79,0.09,0.09,48.67,51.45
SPY,05/08/2015,210.07,209.92,209.82,209.82,0.10,0.09,50.98,51.03
SPY,06/08/2015,208.35,209.63,209.68,209.68,-0.05,0.07,45.51,49.48
SPY,07/08/2015,207.95,209.33,209.52,209.52,-0.19,0.04,44.33,47.89
SPY,10/08/2015,210.57,209.55,209.62,209.62,-0.06,0.03,52.93,48.48
SPY,11/08/2015,208.67,209.39,209.53,209.53,-0.13,0.01,47.26,48.20
SPY,12/08/2015,208.92,209.31,209.47,209.47,-0.16,-0.01,48.04,47.61
SPY,13/08/2015,208.66,209.19,209.39,209.39,-0.20,-0.04,47.26,47.96
SPY,14/08/2015,209.42,209.23,209.39,209.39,-0.16,-0.05,49.82,49.06
SPY,17/08/2015,210.59,209.48,209.51,209.51,-0.03,-0.05,53.54,49.18
SPY,18/08/2015,209.98,209.57,209.55,209.55,0.02,-0.04,51.41,50.02
SPY,19/08/2015,208.32,209.34,209.44,209.44,-0.09,-0.05,46.07,49.62
SPY,20/08/2015,203.97,208.37,208.91,208.91,-0.55,-0.11,35.66,47.30
SPY,21/08/2015,197.83,206.45,207.86,207.86,-1.41,-0.27,26.57,42.65
SPY,24/08/2015,189.50,203.37,206.11,206.11,-2.74,-0.58,19.39,35.82
SPY,25/08/2015,187.27,200.44,204.32,204.32,-3.88,-0.99,18.00,29.14
SPY,26/08/2015,194.46,199.35,203.38,203.38,-4.02,-1.37,34.32,26.79
SPY,27/08/2015,199.27,199.34,202.99,202.99,-3.65,-1.66,42.52,28.16
SPY,28/08/2015,199.28,199.33,202.63,202.63,-3.31,-1.86,42.53,31.35
SPY,31/08/2015,197.67,199.03,202.16,202.16,-3.13,-2.02,40.59,35.59
SPY,01/09/2015,191.77,197.71,201.17,201.17,-3.46,-2.20,34.41,38.87
SPY,02/09/2015,195.41,197.29,200.62,200.62,-3.33,-2.34,40.41,40.09
SPY,03/09/2015,195.55,196.97,200.14,200.14,-3.17,-2.45,40.63,39.71
SPY,04/09/2015,192.59,196.18,199.42,199.42,-3.24,-2.55,37.44,38.69
SPY,08/09/2015,197.43,196.40,199.23,199.23,-2.83,-2.58,45.00,39.58
SPY,09/09/2015,194.79,196.11,198.81,198.81,-2.70,-2.60,42.03,41.10
SPY,10/09/2015,195.85,196.06,198.53,198.53,-2.46,-2.58,43.63,41.75
SPY,11/09/2015,196.74,196.19,198.36,198.36,-2.17,-2.53,45.00,42.62
SPY,14/09/2015,196.01,196.15,198.13,198.13,-1.98,-2.46,44.06,43.94
SPY,15/09/2015,198.46,196.57,198.16,198.16,-1.59,-2.35,47.96,44.53
SPY,16/09/2015,200.18,197.23,198.36,198.36,-1.13,-2.20,50.55,46.24
SPY,17/09/2015,199.73,197.68,198.49,198.49,-0.80,-2.02,49.85,47.48
SPY,18/09/2015,195.45,197.28,198.20,198.20,-0.92,-1.89,43.72,47.23
SPY,21/09/2015,196.46,197.13,198.03,198.03,-0.90,-1.76,45.42,47.50
SPY,22/09/2015,193.91,196.54,197.64,197.64,-1.10,-1.68,41.99,46.31
SPY,23/09/2015,193.60,196.01,197.25,197.25,-1.25,-1.63,41.58,44.51
SPY,24/09/2015,192.90,195.44,196.84,196.84,-1.40,-1.60,40.62,42.67
SPY,25/09/2015,192.85,194.97,196.46,196.46,-1.49,-1.58,40.55,42.03
SPY,28/09/2015,188.01,193.71,195.66,195.66,-1.95,-1.63,34.30,39.81
SPY,29/09/2015,188.12,192.69,194.94,194.94,-2.25,-1.71,34.55,38.32
SPY,30/09/2015,191.63,192.50,194.62,194.62,-2.12,-1.76,41.97,38.40
SPY,01/10/2015,192.13,192.43,194.39,194.39,-1.95,-1.78,42.95,38.86
SPY,02/10/2015,195.00,192.90,194.44,194.44,-1.55,-1.75,48.36,40.42
SPY,05/10/2015,198.47,193.91,194.83,194.83,-0.92,-1.65,54.00,44.36
SPY,06/10/2015,197.79,194.62,195.11,195.11,-0.49,-1.50,52.79,48.01
SPY,07/10/2015,199.41,195.49,195.52,195.52,-0.03,-1.32,55.35,50.69
SPY,08/10/2015,201.21,196.53,196.06,196.06,0.47,-1.10,58.05,53.71
SPY,09/10/2015,201.33,197.40,196.56,196.56,0.84,-0.85,58.23,55.68
SPY,12/10/2015,201.52,198.15,197.03,197.03,1.12,-0.61,58.53,56.59
SPY,13/10/2015,200.25,198.53,197.34,197.34,1.19,-0.38,55.64,57.16
SPY,14/10/2015,199.29,198.67,197.53,197.53,1.14,-0.19,53.50,56.79
SPY,15/10/2015,202.35,199.34,197.99,197.99,1.35,0.00,58.90,56.96
SPY,16/10/2015,203.27,200.05,198.49,198.49,1.56,0.20,60.38,57.39
SPY,19/10/2015,203.37,200.66,198.95,198.95,1.70,0.38,60.55,57.80
SPY,20/10/2015,203.11,201.10,199.35,199.35,1.75,0.56,59.85,58.64
SPY,21/10/2015,201.85,201.24,199.59,199.59,1.65,0.69,56.48,59.23
SPY,22/10/2015,205.26,201.97,200.13,200.13,1.84,0.84,62.59,59.97
SPY,23/10/2015,207.51,202.98,200.83,200.83,2.15,1.00,65.97,61.09
SPY,26/10/2015,207.00,203.71,201.42,201.42,2.29,1.16,64.56,61.89
SPY,27/10/2015,206.60,204.23,201.91,201.91,2.32,1.31,63.41,62.60
SPY,28/10/2015,208.95,205.09,202.58,202.58,2.51,1.46,67.09,64.72
SPY,29/10/2015,208.83,205.77,203.18,203.18,2.59,1.60,66.72,65.55
SPY,30/10/2015,207.93,206.16,203.63,203.63,2.53,1.72,63.91,65.14
SPY,02/11/2015,210.39,206.93,204.27,204.27,2.66,1.83,67.87,65.80
SPY,03/11/2015,211.00,207.67,204.91,204.91,2.76,1.95,68.78,66.87
SPY,04/11/2015,210.36,208.16,205.43,205.43,2.73,2.05,66.66,66.79
SPY,05/11/2015,210.15,208.52,205.88,205.88,2.64,2.12,65.94,66.63
SPY,06/11/2015,210.04,208.80,206.28,206.28,2.52,2.17,65.55,66.96
SPY,09/11/2015,208.08,208.67,206.45,206.45,2.22,2.18,58.83,65.15
SPY,10/11/2015,208.56,208.65,206.65,206.65,2.00,2.15,59.91,63.38
SPY,11/11/2015,207.74,208.48,206.75,206.75,1.73,2.10,57.17,61.48
SPY,12/11/2015,204.84,207.82,206.57,206.57,1.25,1.99,48.72,58.03
SPY,13/11/2015,202.54,206.86,206.19,206.19,0.67,1.83,43.29,53.58
SPY,16/11/2015,205.62,206.63,206.13,206.13,0.50,1.66,51.11,52.04
SPY,17/11/2015,205.47,206.42,206.07,206.07,0.35,1.50,50.74,50.21
SPY,18/11/2015,208.73,206.84,206.32,206.32,0.52,1.38,57.77,50.33
SPY,19/11/2015,208.55,207.15,206.54,206.54,0.62,1.28,57.29,52.04
SPY,20/11/2015,209.31,207.55,206.80,206.80,0.74,1.21,58.85,55.15
SPY,23/11/2015,209.07,207.82,207.02,207.02,0.81,1.16,58.13,56.56
SPY,24/11/2015,209.35,208.10,207.24,207.24,0.86,1.13,58.76,58.16
SPY,25/11/2015,209.32,208.32,207.44,207.44,0.89,1.10,58.66,58.34
SPY,27/11/2015,209.56,208.55,207.64,207.64,0.91,1.07,59.26,58.73
SPY,30/11/2015,208.69,208.57,207.74,207.74,0.83,1.04,56.09,58.18
SPY,01/12/2015,210.68,208.96,208.02,208.02,0.94,1.03,61.18,58.79
SPY,02/12/2015,208.53,208.88,208.07,208.07,0.81,1.00,53.95,57.83
SPY,03/12/2015,205.61,208.28,207.83,207.83,0.45,0.93,46.03,55.30
SPY,04/12/2015,209.62,208.53,208.00,208.00,0.52,0.88,55.61,54.57
SPY,07/12/2015,208.35,208.49,208.04,208.04,0.46,0.83,52.45,53.84
SPY,08/12/2015,206.95,208.21,207.93,207.93,0.28,0.76,49.15,51.44
SPY,09/12/2015,205.34,207.69,207.69,207.69,0.01,0.67,45.62,49.77
SPY,10/12/2015,205.87,207.36,207.51,207.51,-0.15,0.56,46.96,49.96
SPY,11/12/2015,201.88,206.36,206.98,206.98,-0.61,0.42,39.15,46.67
SPY,14/12/2015,202.90,205.73,206.59,206.59,-0.85,0.26,41.80,44.54
SPY,15/12/2015,205.03,205.61,206.44,206.44,-0.83,0.12,46.97,44.10
SPY,16/12/2015,208.03,206.05,206.59,206.59,-0.54,0.04,53.24,45.63
SPY,17/12/2015,204.86,205.83,206.43,206.43,-0.60,-0.04,46.96,45.62
SPY,18/12/2015,200.02,204.77,205.82,205.82,-1.04,-0.17,39.36,45.67
SPY,21/12/2015,201.67,204.21,205.42,205.42,-1.21,-0.30,42.74,45.85
SPY,22/12/2015,203.50,204.08,205.24,205.24,-1.16,-0.40,46.30,45.72
SPY,23/12/2015,206.02,204.43,205.31,205.31,-0.88,-0.46,50.82,45.24
SPY,24/12/2015,205.68,204.66,205.35,205.35,-0.69,-0.49,50.21,45.89
SPY,28/12/2015,205.21,204.76,205.33,205.33,-0.57,-0.50,49.33,47.88
SPY,29/12/2015,207.40,205.24,205.53,205.53,-0.29,-0.48,53.40,50.01
SPY,30/12/2015,205.93,205.37,205.57,205.57,-0.20,-0.44,50.48,50.85
SPY,31/12/2015,203.87,205.09,205.41,205.41,-0.31,-0.43,46.66,50.02
SPY,04/01/2016,201.02,204.35,204.99,204.99,-0.64,-0.45,41.95,48.36
SPY,05/01/2016,201.36,203.81,204.64,204.64,-0.84,-0.50,42.69,47.04
SPY,06/01/2016,198.82,202.90,204.09,204.09,-1.19,-0.59,38.74,44.11
SPY,07/01/2016,194.05,201.29,203.13,203.13,-1.84,-0.74,32.67,40.54
SPY,08/01/2016,191.92,199.59,202.07,202.07,-2.48,-0.96,30.38,37.29
SPY,11/01/2016,192.11,198.23,201.12,201.12,-2.89,-1.20,30.85,35.07
SPY,12/01/2016,193.66,197.40,200.41,200.41,-3.01,-1.43,34.63,33.45
SPY,13/01/2016,188.83,195.84,199.30,199.30,-3.46,-1.68,29.28,31.56
SPY,14/01/2016,191.93,195.13,198.60,198.60,-3.47,-1.91,36.07,32.24
SPY,15/01/2016,187.81,193.80,197.57,197.57,-3.78,-2.14,31.73,32.51
SPY,19/01/2016,188.06,192.76,196.67,196.67,-3.91,-2.36,32.26,32.80
SPY,20/01/2016,185.65,191.46,195.62,195.62,-4.16,-2.59,29.87,31.84
SPY,21/01/2016,186.69,190.60,194.77,194.77,-4.17,-2.78,32.20,32.43
SPY,22/01/2016,190.52,190.58,194.36,194.36,-3.78,-2.91,40.05,33.22
SPY,25/01/2016,187.64,190.05,193.72,193.72,-3.68,-3.00,36.63,34.20
SPY,26/01/2016,190.20,190.07,193.39,193.39,-3.31,-3.04,41.39,36.03
SPY,27/01/2016,188.13,189.72,192.89,192.89,-3.17,-3.06,38.86,37.82
SPY,28/01/2016,189.11,189.61,192.53,192.53,-2.92,-3.04,40.70,39.53
SPY,29/01/2016,193.72,190.36,192.64,192.64,-2.28,-2.95,48.51,41.22
SPY,01/02/2016,193.65,190.96,192.74,192.74,-1.78,-2.80,48.40,43.57
SPY,02/02/2016,190.16,190.81,192.49,192.49,-1.68,-2.66,43.44,43.98
SPY,03/02/2016,191.30,190.90,192.38,192.38,-1.48,-2.51,45.40,45.29
SPY,04/02/2016,191.60,191.03,192.30,192.30,-1.28,-2.36,45.93,46.34
SPY,05/02/2016,187.95,190.47,191.89,191.89,-1.42,-2.24,40.79,44.79
SPY,08/02/2016,185.42,189.55,191.27,191.27,-1.72,-2.18,37.66,42.64
SPY,09/02/2016,185.43,188.80,190.72,190.72,-1.92,-2.14,37.68,41.49
SPY,10/02/2016,185.27,188.16,190.20,190.20,-2.04,-2.13,37.47,39.91
SPY,11/02/2016,182.86,187.20,189.50,189.50,-2.30,-2.15,34.40,37.60
SPY,12/02/2016,186.63,187.09,189.23,189.23,-2.13,-2.15,42.33,37.91
SPY,16/02/2016,189.78,187.58,189.28,189.28,-1.70,-2.09,47.96,39.97
SPY,17/02/2016,192.88,188.54,189.62,189.62,-1.08,-1.97,52.82,42.99
SPY,18/02/2016,192.09,189.19,189.86,189.86,-0.67,-1.80,51.50,45.80
SPY,19/02/2016,192.00,189.70,190.06,190.06,-0.36,-1.62,51.35,49.19
SPY,22/02/2016,194.78,190.62,190.51,190.51,0.11,-1.41,55.77,51.88
SPY,23/02/2016,192.32,190.93,190.68,190.68,0.25,-1.20,51.35,52.56
SPY,24/02/2016,193.20,191.34,190.92,190.92,0.42,-1.00,52.78,52.55
SPY,25/02/2016,195.54,192.11,191.36,191.36,0.75,-0.78,56.45,53.54
SPY,26/02/2016,195.09,192.65,191.72,191.72,0.93,-0.57,55.56,54.38
SPY,29/02/2016,193.56,192.82,191.89,191.89,0.92,-0.38,52.55,53.74
SPY,01/03/2016,198.11,193.78,192.48,192.48,1.29,-0.17,59.54,55.37
SPY,02/03/2016,199.00,194.73,193.11,193.11,1.62,0.05,60.75,56.97
SPY,03/03/2016,199.78,195.65,193.74,193.74,1.91,0.29,61.82,58.04
SPY,04/03/2016,200.43,196.52,194.38,194.38,2.14,0.52,62.73,59.48
SPY,07/03/2016,200.59,197.26,194.97,194.97,2.29,0.74,62.97,61.56
SPY,08/03/2016,198.40,197.46,195.30,195.30,2.17,0.92,57.68,61.19
SPY,09/03/2016,199.38,197.81,195.69,195.69,2.13,1.07,59.32,60.91
SPY,10/03/2016,199.54,198.13,196.05,196.05,2.07,1.19,59.59,60.46
SPY,11/03/2016,202.76,198.97,196.69,196.69,2.28,1.33,64.71,60.85
SPY,14/03/2016,202.50,199.61,197.24,197.24,2.37,1.46,64.01,61.06
SPY,15/03/2016,202.17,200.08,197.71,197.71,2.36,1.57,63.08,62.14
SPY,16/03/2016,203.34,200.67,198.25,198.25,2.42,1.68,65.01,63.28
SPY,17/03/2016,204.63,201.39,198.86,198.86,2.53,1.78,67.04,64.77
SPY,18/03/2016,204.38,201.93,199.38,199.38,2.55,1.88,66.24,65.08
SPY,21/03/2016,204.67,202.43,199.89,199.89,2.54,1.96,66.74,65.62
SPY,22/03/2016,204.56,202.82,200.33,200.33,2.49,2.03,66.34,66.27
SPY,23/03/2016,203.21,202.89,200.61,200.61,2.28,2.06,61.56,65.59
SPY,24/03/2016,203.12,202.93,200.85,200.85,2.09,2.06,61.25,64.43
SPY,28/03/2016,203.24,202.99,201.07,201.07,1.91,2.05,61.53,63.48
SPY,29/03/2016,205.12,203.38,201.46,201.46,1.92,2.03,65.71,63.28
SPY,30/03/2016,206.02,203.86,201.89,201.89,1.96,2.02,67.52,63.51
SPY,31/03/2016,205.52,204.16,202.24,202.24,1.92,2.01,65.46,64.29
SPY,01/04/2016,206.92,204.66,202.68,202.68,1.98,2.00,68.35,65.71
SPY,04/04/2016,206.25,204.95,203.02,203.02,1.93,1.99,65.54,66.52
SPY,05/04/2016,204.19,204.81,203.14,203.14,1.68,1.95,57.71,64.92
