Ticker,Date/Time,Price,EMA1,EMA2,MACD,SIGNAL,RSI,RSI-MA
SET50,28/12/2017 09:00:00,1129.30,1126.03,1115.92,10.11,7.57,68.27,75.63
SET50,29/12/2017 09:00:00,1135.14,1127.69,1117.75,9.94,7.87,71.34,74.88
SET50,03/01/2018 10:00:00,1156.28,1132.88,1121.42,11.47,8.32,79.16,75.10
SET50,04/01/2018 09:00:00,1167.29,1139.14,1125.79,13.35,8.95,81.92,75.84
SET50,05/01/2018 09:00:00,1167.18,1144.24,1129.73,14.51,9.64,81.80,76.50
SET50,08/01/2018 09:00:00,1163.72,1147.78,1132.97,14.81,10.29,78.08,78.46
SET50,09/01/2018 09:00:00,1165.86,1151.07,1136.10,14.97,10.87,78.72,79.94
SET50,10/01/2018 09:00:00,1164.68,1153.54,1138.82,14.72,11.36,77.39,79.58
SET50,11/01/2018 09:00:00,1170.56,1156.64,1141.84,14.79,11.79,79.27,79.05
SET50,12/01/2018 09:00:00,1175.81,1160.12,1145.08,15.04,12.19,80.79,78.85
SET50,15/01/2018 09:00:00,1188.44,1165.27,1149.21,16.06,12.68,83.86,80.01
SET50,16/01/2018 09:00:00,1187.02,1169.23,1152.81,16.42,13.14,82.28,80.72
SET50,17/01/2018 09:00:00,1189.89,1172.98,1156.34,16.64,13.58,82.97,81.83
SET50,18/01/2018 09:00:00,1182.70,1174.75,1158.85,15.90,13.87,75.07,80.99
SET50,19/01/2018 09:00:00,1183.60,1176.36,1161.21,15.15,14.03,75.38,79.91
SET50,22/01/2018 09:00:00,1185.78,1178.07,1163.55,14.52,14.09,76.16,78.37
SET50,23/01/2018 09:00:00,1192.74,1180.74,1166.33,14.41,14.13,78.49,77.61
SET50,24/01/2018 09:00:00,1195.60,1183.44,1169.12,14.32,14.16,79.38,76.90
SET50,25/01/2018 09:00:00,1181.56,1183.10,1170.30,12.80,13.99,65.22,74.93
SET50,26/01/2018 09:00:00,1189.45,1184.25,1172.13,12.13,13.75,68.59,73.57
SET50,29/01/2018 09:00:00,1195.46,1186.29,1174.35,11.94,13.53,70.90,72.52
SET50,30/01/2018 09:00:00,1186.17,1186.27,1175.47,10.80,13.19,63.21,69.46
SET50,31/01/2018 09:00:00,1186.16,1186.25,1176.49,9.76,12.76,63.21,66.22
SET50,01/02/2018 09:00:00,1191.83,1187.26,1177.95,9.31,12.33,65.80,66.34
SET50,02/02/2018 09:00:00,1188.12,1187.42,1178.92,8.50,11.85,62.70,65.16
SET50,05/02/2018 10:00:00,1175.46,1185.25,1178.59,6.65,11.20,53.48,61.68
SET50,06/02/2018 09:00:00,1161.67,1180.96,1176.98,3.98,10.30,45.65,58.17
SET50,07/02/2018 09:00:00,1159.01,1176.97,1175.27,1.70,9.22,44.31,54.39
SET50,08/02/2018 09:00:00,1156.96,1173.33,1173.52,-0.19,8.05,43.26,49.88
SET50,09/02/2018 09:00:00,1154.71,1169.94,1171.73,-1.79,6.82,42.09,45.76
SET50,12/02/2018 09:00:00,1163.81,1168.83,1170.98,-2.15,5.70,48.18,44.70
SET50,13/02/2018 09:00:00,1164.95,1168.12,1170.40,-2.28,4.70,48.90,45.35
SET50,14/02/2018 09:00:00,1160.09,1166.66,1169.42,-2.76,3.77,45.98,45.68
SET50,15/02/2018 09:00:00,1168.97,1167.08,1169.38,-2.30,3.01,51.63,47.35
SET50,16/02/2018 09:00:00,1171.83,1167.95,1169.61,-1.67,2.42,53.32,49.60
SET50,19/02/2018 09:00:00,1174.97,1169.22,1170.12,-0.90,2.01,55.16,50.99
SET50,20/02/2018 09:00:00,1169.10,1169.20,1170.02,-0.82,1.65,51.12,51.44
SET50,21/02/2018 09:00:00,1173.75,1170.03,1170.38,-0.35,1.40,53.98,53.04
SET50,22/02/2018 09:00:00,1171.45,1170.29,1170.48,-0.20,1.20,52.36,53.19
SET50,23/02/2018 09:00:00,1183.47,1172.68,1171.72,0.96,1.17,59.22,54.37
SET50,26/02/2018 09:00:00,1206.31,1178.80,1175.01,3.78,1.50,68.46,57.03
SET50,27/02/2018 09:00:00,1205.90,1183.72,1177.95,5.77,2.03,68.17,60.44
SET50,28/02/2018 09:00:00,1205.57,1187.70,1180.58,7.11,2.67,67.91,63.22
SET50,02/03/2018 09:00:00,1193.17,1188.69,1181.78,6.91,3.20,59.05,64.56
SET50,05/03/2018 09:00:00,1189.54,1188.85,1182.52,6.32,3.59,56.72,64.06
SET50,06/03/2018 09:00:00,1182.24,1187.65,1182.50,5.15,3.78,52.29,60.83
SET50,07/03/2018 09:00:00,1170.00,1184.44,1181.31,3.13,3.70,45.85,56.36
SET50,08/03/2018 09:00:00,1169.75,1181.77,1180.20,1.56,3.44,45.73,51.93
SET50,09/03/2018 09:00:00,1172.17,1180.02,1179.44,0.58,3.08,47.20,49.56
SET50,12/03/2018 09:00:00,1190.66,1181.96,1180.51,1.45,2.87,56.79,49.57
SET50,13/03/2018 09:00:00,1195.91,1184.49,1181.97,2.52,2.83,59.05,50.93
SET50,14/03/2018 10:00:00,1195.41,1186.48,1183.25,3.22,2.88,58.74,53.50
SET50,15/03/2018 09:00:00,1195.26,1188.07,1184.40,3.68,2.98,58.64,56.08
SET50,16/03/2018 09:00:00,1192.49,1188.88,1185.17,3.71,3.07,56.72,57.99
SET50,19/03/2018 09:00:00,1184.63,1188.11,1185.12,2.99,3.06,51.60,56.95
SET50,20/03/2018 09:00:00,1183.87,1187.34,1185.00,2.34,2.97,51.13,55.37
SET50,21/03/2018 09:00:00,1183.00,1186.55,1184.81,1.74,2.82,50.55,53.73
SET50,22/03/2018 09:00:00,1182.23,1185.76,1184.56,1.20,2.61,50.02,52.01
SET50,23/03/2018 09:00:00,1181.86,1185.05,1184.31,0.75,2.38,49.75,50.61
