Price,EMA1,MACD,RSI
238.31,238.35,0.25,52.4
239.52,238.57,0.33,56.46
240.05,238.84,0.43,58.14
240.61,239.16,0.54,59.89
241.76,239.63,0.71,63.27
241.71,240.01,0.82,63.02
241.5,240.28,0.87,61.93
241.44,240.49,0.89,61.6
243.36,241.01,1.06,67.47
244.17,241.59,1.23,69.57
243.99,242.02,1.32,68.52
243.21,242.24,1.3,64.02
243.66,242.5,1.3,65.42
243.78,242.73,1.28,65.8
243.41,242.85,1.22,63.49
243.36,242.95,1.15,63.17
244.55,243.24,1.18,67.38
244.24,243.42,1.15,65.3
243.77,243.48,1.07,62.17
242.64,243.33,0.9,55.35
244.66,243.57,0.93,63.1
243.01,243.47,0.79,54.78
242.95,243.38,0.67,54.5
242.84,243.28,0.56,53.96
243.13,243.25,0.49,55.21
243.29,243.26,0.45,55.93
241.33,242.91,0.24,46.27
243.49,243.01,0.27,55.37
241.35,242.71,0.1,46.93
241.8,242.55,0.01,48.69
242.21,242.48,-0.02,50.3
242.77,242.54,0.01,52.49
240.55,242.18,-0.17,44.24
242.11,242.16,-0.16,50.14
242.37,242.2,-0.12,51.06
242.19,242.2,-0.11,50.37
244.01,242.53,0.06,56.73
244.42,242.87,0.21,58.03
245.56,243.36,0.43,61.47
245.53,243.76,0.57,61.33
245.66,244.1,0.68,61.74
246.99,244.63,0.87,65.72
247.1,245.08,1.0,66.04
246.88,245.4,1.06,64.77
246.82,245.66,1.08,64.41
247.42,245.98,1.13,66.42
247.43,246.24,1.15,66.45
247.2,246.42,1.12,64.84
246.91,246.51,1.06,62.79
246.77,246.56,0.98,61.77
247.32,246.69,0.95,64.2
247.44,246.83,0.93,64.73
246.96,246.85,0.85,60.91
247.41,246.95,0.82,63.1
247.87,247.12,0.82,65.23
247.26,247.15,0.75,60.28
247.25,247.17,0.69,60.2
243.76,246.55,0.33,40.2
244.12,246.11,0.09,42.32
246.54,246.18,0.12,54.04
246.51,246.24,0.13,53.9
246.94,246.37,0.18,55.73
243.09,245.77,-0.12,40.36
242.71,245.22,-0.37,39.21
242.9,244.8,-0.54,40.12
245.44,244.91,-0.43,50.69
244.56,244.85,-0.42,47.57
243.99,244.69,-0.46,45.62
244.56,244.67,-0.42,47.91
244.57,244.65,-0.39,47.95
244.85,244.69,-0.34,49.15
246.01,244.93,-0.19,53.88
247.49,245.39,0.05,59.09
247.84,245.84,0.26,60.22
246.06,245.88,0.25,52.3
246.9,246.06,0.32,55.28
246.87,246.21,0.36,55.15
246.58,246.28,0.35,53.82
249.21,246.81,0.57,62.57
250.05,247.4,0.8,64.85
250.17,247.9,0.96,65.17
250.09,248.3,1.06,64.75
249.19,248.46,1.04,60.01
249.72,248.69,1.05,61.77
249.97,248.92,1.06,62.61
250.06,249.13,1.06,62.92
249.39,249.18,0.98,58.99
249.44,249.23,0.91,59.19
248.93,249.17,0.8,56.15
249.08,249.15,0.71,56.85
250.05,249.32,0.72,61.15
250.35,249.51,0.74,62.39
251.23,249.82,0.82,65.82
252.32,250.27,0.96,69.51
252.86,250.74,1.09,71.17
253.16,251.18,1.2,72.07
254.66,251.82,1.38,76.07
254.37,252.28,1.47,73.88
253.95,252.58,1.48,70.71
254.62,252.95,1.51,72.71
255.02,253.33,1.55,73.85
254.64,253.57,1.51,70.84
254.95,253.82,1.49,71.84
255.29,254.09,1.47,72.94
255.47,254.34,1.45,73.52
255.72,254.59,1.44,74.35
255.79,254.81,1.4,74.58
257.11,255.23,1.47,78.59
256.11,255.39,1.41,69.68
256.56,255.6,1.37,71.25
255.29,255.54,1.22,61.59
255.62,255.56,1.11,62.99
257.71,255.95,1.19,70.31
256.75,256.09,1.14,64.07
257.15,256.29,1.13,65.44
257.49,256.51,1.12,66.6
257.59,256.7,1.11,66.95
258.45,257.02,1.16,69.86
258.85,257.35,1.2,71.12
258.67,257.59,1.2,69.71
259.11,257.87,1.22,71.21
258.17,257.92,1.13,63.98
258.09,257.95,1.04,63.39
258.33,258.02,0.97,64.44
257.73,257.97,0.85,59.85
256.44,257.69,0.64,51.41
258.62,257.86,0.66,61.29
257.86,257.86,0.6,56.96
258.3,257.94,0.58,58.77
259.99,258.31,0.7,64.84
259.76,258.58,0.76,63.48
260.36,258.9,0.84,65.5
260.23,259.14,0.88,64.67
262.87,259.82,1.12,72.33
262.71,260.35,1.26,71.32
265.01,261.19,1.54,76.37
264.46,261.79,1.68,73.08
264.14,262.22,1.72,71.16
263.19,262.39,1.64,65.69
263.24,262.55,1.56,65.83
264.07,262.82,1.54,68.27
265.51,263.31,1.63,71.99
266.31,263.86,1.73,73.81
266.78,264.39,1.82,74.85
266.75,264.82,1.85,74.64
265.66,264.97,1.75,67.57
266.51,265.25,1.72,69.95
268.2,265.79,1.81,74.01
267.17,266.04,1.76,68.01
267.03,266.22,1.67,67.22
267.58,266.47,1.63,68.75
267.51,266.66,1.57,68.32
267.19,266.75,1.46,66.26
267.32,266.86,1.37,66.69
267.87,267.04,1.33,68.54
266.86,267.01,1.19,61.8
268.77,267.33,1.23,68.15
270.47,267.9,1.38,72.5
271.61,268.57,1.57,74.96
273.42,269.46,1.84,78.27
273.92,270.27,2.05,79.09
274.54,271.04,2.23,80.08
274.12,271.6,2.28,77.41
276.12,272.42,2.46,80.7
277.92,273.42,2.7,83.08
276.97,274.07,2.75,77.67
279.61,275.08,2.97,81.29
279.14,275.81,3.04,78.85
280.41,276.65,3.14,80.54
282.69,277.75,3.37,83.14
283.29,278.76,3.53,83.75
283.18,279.56,3.57,83.16
283.3,280.24,3.56,83.3
286.58,281.39,3.77,86.53
284.68,281.99,3.69,77.25
281.76,281.95,3.32,65.66
281.9,281.94,3.0,65.92
281.58,281.87,2.68,64.71
275.45,280.71,1.87,46.98
263.93,277.66,0.24,30.27
269.13,276.11,-0.52,40.5
267.67,274.57,-1.2,38.79
257.63,271.49,-2.55,29.58
261.5,269.68,-3.18,35.87
265.34,268.89,-3.25,41.43
266.0,268.36,-3.19,42.35
269.59,268.59,-2.78,47.19
273.03,269.39,-2.13,51.38
273.11,270.07,-1.6,51.47
271.4,270.31,-1.34,49.25
270.05,270.26,-1.23,47.51
270.4,270.29,-1.1,48.02
274.71,271.09,-0.61,53.92
277.9,272.33,0.03,57.73
274.43,272.71,0.21,52.66
271.65,272.52,0.1,48.97
267.7,271.64,-0.33,44.25
269.08,271.18,-0.52,46.19
272.19,271.36,-0.38,50.36
272.88,271.64,-0.21,51.26
272.78,271.84,-0.09,51.12
274.1,272.25,0.11,52.98
278.87,273.46,0.67,59.03
278.52,274.38,1.05,58.44
276.72,274.8,1.15,55.38
275.3,274.89,1.08,53.04
275.0,274.91,0.99,52.54
274.2,274.78,0.83,51.15
270.49,274.0,0.38,45.22
270.95,273.45,0.08,46.05
270.43,272.9,-0.19,45.22
263.67,271.22,-0.97,36.14
258.05,268.83,-2.02,30.65
265.11,268.15,-2.15,42.42
260.6,266.78,-2.6,38.0
259.83,265.51,-2.95,37.29
263.15,265.08,-2.87,42.27
257.47,263.7,-3.26,36.9
260.77,263.17,-3.2,41.53
263.56,263.24,-2.86,45.17
265.64,263.68,-2.38,47.77
259.72,262.96,-2.5,41.74
261.0,262.6,-2.43,43.39
265.15,263.06,-1.98,48.48
263.76,263.19,-1.73,46.96
265.93,263.69,-1.33,49.6
265.15,263.95,-1.07,48.66
267.33,264.57,-0.68,51.4
270.19,265.59,-0.13,54.78
270.39,266.46,0.3,55.01
268.89,266.9,0.48,52.81
266.61,266.85,0.41,49.58
266.57,266.8,0.35,49.52
262.98,266.11,-0.02,44.6
263.63,265.66,-0.23,45.65
266.31,265.77,-0.15,49.84
266.56,265.92,-0.07,50.23
264.51,265.66,-0.18,47.06
264.98,265.54,-0.23,47.87
263.2,265.11,-0.41,45.08
262.62,264.66,-0.58,44.18
266.02,264.91,-0.41,50.39
266.92,265.27,-0.2,51.91
266.92,265.57,-0.04,51.91
269.5,266.29,0.31,56.3
272.02,267.33,0.78,60.12
272.85,268.33,1.18,61.31
272.98,269.18,1.47,61.51
271.1,269.53,1.5,57.09
272.24,270.02,1.59,59.0
272.01,270.38,1.61,58.44
271.33,270.55,1.54,56.73
273.37,271.07,1.64,60.45
272.61,271.35,1.61,58.44
273.36,271.71,1.63,59.86
272.8,271.91,1.57,58.27
272.15,271.95,1.44,56.42
269.02,271.42,1.05,48.45
272.61,271.64,1.05,56.07
270.94,271.51,0.89,52.23
273.6,271.89,0.99,57.23
274.9,272.44,1.16,59.46
275.1,272.92,1.28,59.8
277.4,273.74,1.54,63.62
277.37,274.4,1.71,63.53
278.19,275.09,1.88,64.89
278.56,275.72,2.0,65.51
278.92,276.3,2.08,66.14
278.03,276.61,2.04,63.11
278.73,277.0,2.03,64.48
277.13,277.02,1.84,59.1
276.56,276.94,1.63,57.27
275.5,276.68,1.35,53.95
275.97,276.55,1.16,55.19
274.24,276.13,0.85,49.91
274.74,275.88,0.65,51.35
271.0,274.99,0.16,41.73
271.6,274.37,-0.15,43.55
269.35,273.46,-0.57,38.7
270.89,272.99,-0.74,43.33
271.28,272.68,-0.81,44.47
271.86,272.53,-0.81,46.19
270.9,272.24,-0.87,43.78
273.11,272.39,-0.71,50.18
275.42,272.94,-0.38,55.82
277.9,273.85,0.08,60.9
278.9,274.76,0.51,62.76
276.86,275.15,0.65,56.87
279.37,275.91,0.95,61.62
279.59,276.58,1.18,62.01
279.34,277.08,1.3,61.24
280.47,277.7,1.47,63.42
281.06,278.31,1.62,64.54
280.0,278.62,1.62,60.96
279.68,278.81,1.55,59.89
280.2,279.06,1.53,61.08
281.61,279.53,1.6,64.18
284.01,280.34,1.84,68.72
283.34,280.89,1.92,66.21
281.42,280.98,1.78,59.53
279.95,280.8,1.53,54.98
281.33,280.89,1.43,58.2
280.86,280.89,1.29,56.72
282.39,281.16,1.29,60.24
283.6,281.6,1.38,62.8
284.64,282.16,1.51,64.89
285.58,282.78,1.67,66.69
285.46,283.27,1.74,66.23
285.07,283.59,1.73,64.65
283.16,283.52,1.53,57.48
282.1,283.26,1.26,53.93
283.9,283.37,1.2,58.59
281.78,283.08,0.94,51.96
284.06,283.26,0.94,57.5
285.06,283.59,1.0,59.69
285.67,283.97,1.09,61.0
286.34,284.4,1.19,62.44
286.17,284.72,1.23,61.82
285.79,284.92,1.21,60.38
287.51,285.39,1.32,64.39
289.78,286.19,1.57,68.85
289.92,286.86,1.74,69.1
291.48,287.7,1.98,71.86
290.3,288.18,2.01,67.01
290.31,288.56,2.01,67.03
289.81,288.79,1.92,64.91
289.03,288.83,1.76,61.64
288.16,288.71,1.54,58.14
287.6,288.51,1.29,55.95
288.1,288.43,1.13,57.48
289.05,288.55,1.08,60.29
289.12,288.65,1.03,60.5
290.83,289.05,1.12,65.23
290.88,289.38,1.17,65.36
289.34,289.37,1.05,58.18
290.91,289.65,1.09,62.66
291.22,289.94,1.12,63.49
293.58,290.6,1.33,69.07
291.99,290.85,1.32,62.2
291.02,290.88,1.21,58.41
290.75,290.86,1.08,57.36
289.88,290.68,0.9,54.03
290.69,290.68,0.81,56.55
290.72,290.69,0.74,56.64
291.73,290.88,0.76,59.79
291.56,291.0,0.74,59.02
291.72,291.13,0.74,59.54
289.44,290.83,0.52,49.77
287.82,290.28,0.21,44.24
287.82,289.83,-0.02,44.24
287.4,289.39,-0.23,42.82
278.3,287.37,-1.17,24.57
272.17,284.61,-2.37,18.79
275.95,283.03,-2.9,29.71
274.4,281.46,-3.37,28.06
280.4,281.27,-3.14,41.58
280.45,281.12,-2.91,41.68
276.4,280.26,-3.04,36.39
276.25,279.53,-3.1,36.2
275.01,278.71,-3.2,34.66
273.61,277.78,-3.34,32.97
265.32,275.52,-4.1,25.16
270.08,274.53,-4.18,34.68
265.33,272.86,-4.58,30.53
263.86,271.22,-4.92,29.36
267.77,270.59,-4.75,36.29
270.63,270.6,-4.29,40.84
273.51,271.13,-3.63,45.07
271.89,271.27,-3.22,43.21
273.39,271.65,-2.73,45.45
275.12,272.28,-2.17,47.98
281.01,273.87,-1.21,55.51
280.5,275.08,-0.52,54.77
277.76,275.56,-0.24,50.89
272.57,275.02,-0.47,44.49
272.06,274.48,-0.68,43.91
270.2,273.7,-0.99,41.78
273.02,273.58,-0.96,46.04
273.73,273.61,-0.85,47.08
269.1,272.79,-1.16,41.47
264.12,271.21,-1.8,36.47
265.02,270.09,-2.16,37.92
263.25,268.84,-2.55,36.18
267.5,268.6,-2.42,42.92
268.4,268.56,-2.21,44.25
274.58,269.66,-1.48,52.44
273.98,270.44,-0.96,51.65
275.65,271.39,-0.42,53.73
279.3,272.83,0.3,57.96
270.25,272.36,0.05,46.64
269.84,271.9,-0.17,46.2
263.57,270.39,-0.88,40.04
264.07,269.24,-1.34,40.71
264.13,268.31,-1.65,40.8
265.46,267.79,-1.74,42.76
265.37,267.35,-1.79,42.66
260.47,266.1,-2.21,37.42
255.36,264.15,-2.93,32.9
255.08,262.5,-3.44,32.67
251.26,260.46,-4.08,29.62
247.17,258.04,-4.84,26.76
240.7,254.89,-5.88,22.99
234.34,251.15,-7.1,20.02
246.18,250.25,-6.86,36.4
248.07,249.85,-6.39,38.55
247.75,249.47,-5.97,38.32
249.92,249.55,-5.36,40.94
250.18,249.67,-4.79,41.26
244.21,248.67,-4.81,36.4
252.39,249.35,-4.03,45.77
254.38,250.26,-3.21,47.78
256.77,251.45,-2.34,50.15
257.97,252.63,-1.55,51.34
258.88,253.77,-0.86,52.26
258.98,254.72,-0.33,52.37
257.4,255.2,-0.07,50.46
260.35,256.14,0.38,53.83
260.98,257.02,0.77,54.53
262.96,258.1,1.21,56.76
266.46,259.62,1.82,60.43
262.86,260.21,1.92,55.26
263.41,260.79,2.02,55.88
263.55,261.29,2.07,56.04
265.78,262.11,2.26,58.69
263.76,262.41,2.18,55.45
263.41,262.59,2.06,54.89
267.58,263.5,2.3,60.06
269.93,264.67,2.64,62.65
270.06,265.65,2.85,62.79
271.96,266.8,3.13,64.89
273.1,267.94,3.38,66.12
272.74,268.81,3.47,65.35
270.14,269.06,3.25,59.91
270.47,269.31,3.07,60.36
270.62,269.55,2.89,60.58
274.1,270.38,3.01,65.25
274.99,271.22,3.12,66.35
274.38,271.79,3.1,64.85
277.37,272.81,3.28,68.58
277.85,273.72,3.41,69.14
278.41,274.58,3.49,69.82
277.42,275.09,3.4,67.03
279.14,275.83,3.43,69.31
279.52,276.5,3.42,69.8
279.32,277.01,3.34,69.18
279.2,277.41,3.21,68.78
278.68,277.64,3.02,66.99
280.42,278.15,2.97,69.8
279.4,278.37,2.8,66.26
279.02,278.49,2.59,64.94
277.33,278.28,2.24,59.33
275.01,277.69,1.74,52.63
274.46,277.1,1.3,51.16
278.44,277.34,1.29,59.84
279.49,277.73,1.35,61.76
281.34,278.39,1.54,64.93
281.16,278.89,1.63,64.37
281.31,279.33,1.68,64.64
282.33,279.88,1.78,66.49
282.4,280.34,1.83,66.62
281.55,280.56,1.76,63.46
284.73,281.32,1.96,69.3
279.25,280.94,1.59,53.5
279.04,280.59,1.27,53.0
281.12,280.69,1.2,57.21
279.65,280.5,0.99,53.58
280.71,280.54,0.92,55.75
282.48,280.89,1.0,59.17
285.83,281.79,1.33,64.7
285.97,282.55,1.57,64.91
286.42,283.25,1.75,65.63
287.18,283.97,1.93,66.85
288.57,284.8,2.14,69.0
288.79,285.53,2.28,69.34
287.31,285.85,2.22,64.29
288.29,286.3,2.22,66.04
288.21,286.64,2.17,65.76
290.16,287.28,2.27,69.2
289.97,287.77,2.29,68.48
290.16,288.21,2.28,68.83
289.45,288.43,2.17,65.93
290.02,288.72,2.1,67.12
290.27,289.0,2.03,67.65
292.88,289.71,2.17,72.62
292.23,290.17,2.19,69.76
292.05,290.51,2.14,68.95
293.41,291.04,2.19,71.61
293.87,291.55,2.22,72.46
294.02,292.0,2.23,72.74
291.81,291.97,2.0,62.5
291.18,291.82,1.74,59.93
294.03,292.22,1.77,66.6
292.82,292.33,1.65,61.91
287.93,291.53,1.11,47.44
287.53,290.8,0.66,46.49
286.66,290.05,0.24,44.41
288.1,289.7,0.05,48.49
280.86,288.09,-0.72,34.75
283.4,287.24,-1.06,41.03
285.06,286.84,-1.15,44.76
287.7,287.0,-0.96,50.12
285.84,286.79,-0.97,46.7
283.95,286.27,-1.13,43.47
286.51,286.31,-1.0,48.63
285.63,286.19,-0.96,47.05
282.14,285.45,-1.22,41.33
282.78,284.97,-1.34,42.7
280.15,284.09,-1.63,38.72
278.27,283.03,-1.98,36.15
279.03,282.31,-2.13,37.94
275.27,281.03,-2.54,33.03
274.57,279.85,-2.86,32.2
280.53,279.98,-2.53,44.85
282.96,280.52,-2.03,49.01
284.8,281.3,-1.46,51.94
287.65,282.45,-0.77,56.14
288.97,283.64,-0.14,57.96
288.9,284.59,0.33,57.82
288.39,285.28,0.63,56.78
289.58,286.07,0.94,58.64
289.26,286.65,1.13,57.92
289.37,287.14,1.26,58.11
292.4,288.1,1.59,63.03
293.06,289.0,1.87,64.01
295.86,290.25,2.29,67.9
294.0,290.93,2.39,63.05
293.64,291.42,2.4,62.13
290.76,291.3,2.11,55.23
290.47,291.15,1.84,54.57
291.5,291.21,1.7,56.53
293.0,291.54,1.69,59.27
295.66,292.29,1.88,63.63
296.43,293.04,2.06,64.8
298.8,294.09,2.37,68.17
298.46,294.88,2.52,67.18
296.82,295.24,2.45,62.5
297.19,295.59,2.38,63.12
298.61,296.14,2.42,65.47
299.31,296.72,2.46,66.6
300.65,297.43,2.57,68.69
300.75,298.03,2.61,68.85
299.78,298.35,2.51,65.46
297.74,298.24,2.22,58.91
298.83,298.35,2.06,61.14
297.17,298.13,1.76,56.17
297.9,298.09,1.57,57.79
300.03,298.44,1.59,62.15
301.44,298.99,1.7,64.73
300.0,299.17,1.63,60.23
302.01,299.69,1.72,63.98
301.46,300.01,1.71,62.26
300.72,300.14,1.61,59.94
297.43,299.65,1.22,50.9
294.84,298.77,0.69,45.16
292.62,297.65,0.09,40.92
283.82,295.14,-1.12,29.25
287.8,293.8,-1.65,37.84
287.97,292.74,-2.0,38.18
293.62,292.9,-1.73,48.34
291.62,292.67,-1.68,45.51
288.07,291.83,-1.91,40.94
292.55,291.96,-1.67,48.0
283.9,290.5,-2.21,38.48
284.65,289.43,-2.51,39.6
288.85,289.33,-2.32,45.51
292.33,289.87,-1.84,49.86
290.09,289.91,-1.64,47.26
292.45,290.37,-1.27,50.2
292.36,290.74,-0.97,50.08
284.85,289.67,-1.39,41.63
288.0,289.36,-1.4,45.75
286.87,288.91,-1.49,44.54
288.89,288.91,-1.35,47.21
292.58,289.57,-0.9,51.75
292.45,290.1,-0.56,51.58
290.74,290.21,-0.45,49.33
294.04,290.91,-0.08,53.52
297.82,292.17,0.53,57.81
298.05,293.24,0.99,58.06
298.2,294.14,1.32,58.23
298.13,294.86,1.54,58.11
300.25,295.84,1.86,60.75
301.29,296.83,2.15,62.01
301.09,297.61,2.32,61.61
300.16,298.07,2.32,59.65
300.92,298.59,2.34,60.74
301.1,299.05,2.34,61.01
301.08,299.42,2.29,60.96
298.28,299.21,1.98,54.36
298.21,299.03,1.7,54.21
295.87,298.45,1.27,49.12
297.62,298.3,1.07,52.68
297.0,298.07,0.86,51.32
295.4,297.58,0.55,47.89
296.77,297.43,0.42,50.9
293.24,296.67,0.02,43.91
288.06,295.11,-0.73,36.11
290.42,294.25,-1.06,41.21
294.35,294.27,-0.95,48.53
293.08,294.05,-0.97,46.52
288.53,293.05,-1.35,40.15
291.27,292.73,-1.38,45.01
293.24,292.82,-1.2,48.25
296.28,293.45,-0.79,52.84
295.95,293.9,-0.5,52.3
298.88,294.81,-0.02,56.52
298.4,295.46,0.29,55.66
299.28,296.16,0.6,56.95
297.97,296.49,0.7,54.42
299.99,297.12,0.93,57.54
299.01,297.47,1.01,55.56
299.88,297.9,1.12,56.97
300.37,298.35,1.23,57.78
301.6,298.94,1.39,59.8
303.3,299.74,1.64,62.47
303.21,300.37,1.78,62.23
304.14,301.05,1.94,63.74
303.33,301.47,1.95,61.45
306.14,302.32,2.17,65.99
307.37,303.24,2.4,67.77
307.03,303.93,2.5,66.73
307.1,304.5,2.54,66.84
308.18,305.17,2.61,68.58
308.94,305.86,2.69,69.78
308.35,306.31,2.65,67.64
309.0,306.8,2.63,68.77
309.1,307.22,2.58,68.95
309.55,307.64,2.54,69.78
311.79,308.4,2.65,73.57
312.02,309.05,2.71,73.93
311.93,309.58,2.71,73.51
310.77,309.79,2.55,68.17
310.27,309.88,2.35,65.96
310.96,310.08,2.22,67.52
313.37,310.68,2.29,72.27
314.08,311.29,2.37,73.5
315.48,312.06,2.51,75.76
314.31,312.47,2.46,70.38
311.64,312.32,2.16,59.97
309.55,311.81,1.71,53.36
311.46,311.75,1.52,57.9
312.02,311.8,1.4,59.16
314.87,312.36,1.53,64.85
313.88,312.63,1.52,61.65
313.53,312.8,1.45,60.52
314.42,313.09,1.45,62.4
317.13,313.83,1.66,67.45
317.32,314.46,1.81,67.78
319.5,315.38,2.07,71.31
319.57,316.14,2.24,71.41
319.59,316.77,2.32,71.45
320.9,317.52,2.46,73.57
320.73,318.1,2.5,72.82
321.22,318.67,2.53,73.65
321.23,319.13,2.52,73.67
322.94,319.83,2.61,76.55
322.86,320.38,2.62,76.13
321.08,320.51,2.43,67.37
321.86,320.75,2.32,69.05
324.87,321.5,2.45,74.46
322.41,321.67,2.3,64.57
323.64,322.02,2.25,66.92
322.73,322.15,2.1,63.58
324.45,322.57,2.1,66.93
326.65,323.31,2.25,70.63
325.71,323.75,2.24,67.19
327.95,324.51,2.39,70.82
327.45,325.05,2.42,68.99
328.19,325.62,2.46,70.21
330.92,326.58,2.69,74.21
331.95,327.56,2.89,75.54
331.3,328.24,2.94,73.0
331.34,328.8,2.93,73.06
331.72,329.33,2.9,73.65
328.77,329.23,2.58,62.24
323.5,328.19,1.84,48.0
326.89,327.95,1.55,55.08
326.62,327.71,1.29,54.45
327.68,327.7,1.16,56.55
321.73,326.62,0.53,44.27
324.12,326.16,0.27,49.04
329.06,326.69,0.49,57.14
332.86,327.81,0.98,62.11
333.98,328.93,1.42,63.45
332.2,329.53,1.57,59.85
334.68,330.46,1.86,62.99
335.26,331.34,2.1,63.7
337.42,332.44,2.43,66.28
337.06,333.28,2.6,65.45
337.6,334.07,2.72,66.13
336.73,334.55,2.69,63.95
338.34,335.24,2.77,66.16
336.95,335.55,2.65,62.61
333.48,335.17,2.22,54.74
322.42,332.86,0.9,38.31
312.65,329.18,-0.93,29.83
311.5,325.97,-2.37,29.02
297.51,320.79,-4.61,21.44
296.26,316.33,-6.3,20.91
309.09,315.02,-6.32,37.65
300.24,312.33,-7.0,32.56
312.86,312.43,-6.29,44.11
302.46,310.61,-6.55,38.31
297.46,308.22,-7.07,35.89
274.23,302.04,-9.34,27.28
288.42,299.57,-9.63,37.15
274.36,294.98,-10.89,32.47
248.11,286.46,-13.91,25.94
269.32,283.34,-14.07,36.92
239.85,275.44,-16.5,30.24
252.8,271.32,-16.89,35.72
240.0,265.63,-17.99,32.98
240.51,261.06,-18.45,33.2
228.8,255.19,-19.49,30.73
222.95,249.33,-20.42,29.55
243.15,248.21,-19.01,38.29
246.79,247.95,-17.32,39.73
261.2,250.36,-14.53,45.17
253.42,250.92,-12.88,42.93
261.65,252.87,-10.72,45.97
257.75,253.75,-9.28,44.76
246.15,252.37,-9.05,41.3
251.83,252.27,-8.24,43.59
248.19,251.53,-7.81,42.45
264.86,253.95,-5.91,48.98
265.13,255.99,-4.38,49.08
274.03,259.27,-2.4,52.39
278.2,262.71,-0.53,53.89
275.66,265.06,0.64,52.8
283.79,268.47,2.2,55.86
277.76,270.16,2.79,53.12
279.1,271.78,3.3,53.66
286.64,274.49,4.27,56.67
281.59,275.78,4.48,54.15
273.04,275.28,3.82,50.1
279.1,275.97,3.79,52.78
279.08,276.54,3.69,52.77
282.97,277.71,3.9,54.57
287.05,279.41,4.34,56.43
285.73,280.56,4.47,55.64
293.21,282.86,5.14,59.12
290.48,284.24,5.31,57.36
282.79,283.98,4.68,52.63
283.57,283.9,4.2,53.05
286.19,284.32,4.0,54.51
284.25,284.31,3.61,53.2
287.68,284.92,3.56,55.23
292.44,286.29,3.87,57.95
292.5,287.42,4.04,57.98
286.67,287.28,3.59,53.43
281.6,286.25,2.76,49.79
284.97,286.02,2.38,52.11
286.28,286.06,2.18,53.02
295.0,287.69,2.75,58.6
291.97,288.47,2.85,56.12
296.93,290.01,3.32,59.16
294.88,290.89,3.42,57.4
295.44,291.72,3.49,57.77
299.08,293.06,3.79,60.16
303.53,294.96,4.34,62.91
302.97,296.42,4.62,62.33
304.32,297.85,4.86,63.21
305.55,299.25,5.07,64.03
308.08,300.86,5.35,65.71
312.18,302.92,5.82,68.28
311.36,304.45,6.0,67.2
319.34,307.16,6.71,71.84
323.2,310.08,7.46,73.77
320.79,312.02,7.68,70.54
319.0,313.29,7.55,68.17
300.61,310.99,5.74,49.75
304.21,309.75,4.6,52.45
307.05,309.26,3.93,54.51
312.96,309.93,3.88,58.52
311.66,310.25,3.66,57.33
311.78,310.53,3.44,57.41
308.64,310.18,2.95,54.35
310.62,310.26,2.71,55.94
312.05,310.59,2.6,57.09
304.09,309.41,1.79,49.38
307.35,309.03,1.44,52.21
300.05,307.4,0.53,46.03
304.46,306.86,0.22,49.87
308.36,307.14,0.33,53.04
310.52,307.75,0.59,54.74
312.23,308.57,0.92,56.08
317.05,310.11,1.57,59.7
313.78,310.78,1.74,56.33
316.18,311.76,2.04,58.19
314.38,312.24,2.07,56.26
317.59,313.21,2.34,58.86
314.84,313.51,2.26,55.82
318.92,314.49,2.51,59.17
321.85,315.83,2.91,61.43
320.79,316.73,3.06,60.14
321.72,317.64,3.2,60.91
324.32,318.85,3.48,63.05
325.01,319.97,3.68,63.62
326.86,321.22,3.92,65.15
322.96,321.54,3.7,59.49
320.88,321.42,3.29,56.67
323.22,321.75,3.13,59.01
321.17,321.64,2.79,56.16
325.12,322.27,2.82,60.13
323.96,322.58,2.7,58.47
326.52,323.3,2.78,61.02
328.79,324.3,2.99,63.17
330.06,325.34,3.21,64.35
332.11,326.57,3.49,66.22
334.33,327.98,3.83,68.16
334.57,329.18,4.03,68.37
335.57,330.34,4.2,69.27
332.8,330.79,4.01,63.85
337.44,332.0,4.21,68.3
336.83,332.88,4.23,67.14
336.84,333.6,4.17,67.15
337.91,334.38,4.14,68.24
338.64,335.16,4.12,68.99
337.23,335.53,3.9,65.77
338.28,336.03,3.77,67.0
339.48,336.66,3.71,68.39
342.92,337.8,3.9,72.01
344.12,338.95,4.07,73.16
347.57,340.51,4.43,76.18
348.33,341.94,4.69,76.79
350.58,343.51,4.99,78.55
349.31,344.56,5.02,75.11
352.6,346.02,5.23,77.81
357.7,348.15,5.75,81.2
345.39,347.65,4.96,58.22
342.57,346.72,4.05,54.44
333.21,344.27,2.49,44.23
339.79,343.45,1.87,51.13
333.89,341.71,0.86,45.7
334.06,340.32,0.12,45.88
338.46,339.98,-0.05,50.38
340.17,340.02,-0.03,52.04
338.82,339.8,-0.13,50.61
335.84,339.08,-0.46,47.51
330.65,337.55,-1.15,42.65
326.97,335.62,-1.96,39.57
330.3,334.66,-2.23,43.52
322.64,332.47,-3.06,37.48
323.5,330.84,-3.54,38.51
328.73,330.46,-3.39,44.45
334.19,331.14,-2.74,49.87
332.37,331.36,-2.37,48.19
334.89,332.0,-1.84,50.66
337.04,332.92,-1.23,52.71
333.84,333.09,-1.03,49.43
339.76,334.3,-0.36,54.99
334.93,334.41,-0.27,50.17
340.76,335.57,0.31,55.24
343.78,337.06,0.99,57.64
346.85,338.84,1.74,59.97
352.43,341.31,2.75,63.85
350.13,342.91,3.25,61.23
347.93,343.83,3.38,58.76
347.5,344.49,3.37,58.27
